LoanID,ApplicationID,CustomerID,Product,LoanAmount,InterestRate,LoanTermDays,DisbursementDate,OutstandingBalance,LoanStatus
L0003786,APP0005484,C004929,Nano,109.91,13.37,30,2025-05-27,40.2,Active
L0003787,APP0005487,C003762,ACS,17.22,7.03,7,2025-08-30,6.78,Active
L0003788,APP0005489,C003435,ACS,21.77,9.67,7,2025-03-05,0.0,Closed
L0003789,APP0005490,C001294,ACS,5.73,7.59,7,2025-05-16,0.82,Active
L0003790,APP0005492,C000345,Nano,205.96,17.37,30,2025-03-19,0.0,Closed
L0003791,APP0005494,C004892,Nano,142.18,14.36,30,2025-07-13,55.25,Active
L0003792,APP0005495,C000025,Nano,234.71,13.08,30,2025-08-27,165.35,Active
L0003793,APP0005496,C001649,BNPL,339.91,4.53,98,2025-10-24,215.2,Active
L0003794,APP0005501,C000644,BNPL,633.38,3.48,146,2025-08-26,337.37,Active
L0003795,APP0005502,C004302,Nano,258.1,16.28,30,2025-05-02,5.25,Closed
L0003796,APP0005503,C001395,Nano,219.29,15.15,30,2025-04-10,0.0,Closed
L0003797,APP0005504,C000004,Nano,251.84,14.47,30,2025-04-18,197.8,Defaulted
L0003798,APP0005507,C004617,BNPL,973.37,2.99,171,2025-03-06,0.0,Closed
L0003799,APP0005508,C000827,Nano,224.81,15.92,30,2025-06-07,88.77,Active
L0003800,APP0005509,C001402,BNPL,877.54,2.77,117,2025-07-25,514.71,Active
L0003801,APP0005510,C000918,Nano,200.04,15.59,30,2025-07-02,64.91,Active
L0003802,APP0005512,C004129,Nano,155.33,15.42,30,2025-06-30,88.54,Active
L0003803,APP0005514,C001932,ACS,20.53,9.0,7,2025-01-23,0.0,Active
L0003804,APP0005515,C003477,Nano,27.0,14.74,30,2025-03-18,0.0,Closed
L0003805,APP0005516,C001281,Nano,204.03,17.57,30,2025-05-15,2.23,Closed
L0003806,APP0005517,C004546,Nano,140.29,12.41,30,2025-04-30,0.0,Closed
L0003807,APP0005518,C002983,ACS,25.04,6.86,7,2025-03-04,13.3,Defaulted
L0003808,APP0005520,C001273,Nano,207.8,13.54,30,2025-02-11,0.0,Closed
L0003809,APP0005521,C004751,Nano,131.43,13.5,30,2025-03-02,75.86,Defaulted
L0003810,APP0005522,C001433,ACS,24.45,8.9,7,2025-05-19,0.91,Active
L0003811,APP0005523,C003422,Nano,285.07,12.79,30,2025-02-18,238.62,Defaulted
L0003812,APP0005525,C001153,ACS,25.56,6.52,7,2025-03-26,18.79,Defaulted
L0003813,APP0005526,C002698,BNPL,138.58,2.3,173,2025-04-25,0.0,Active
L0003814,APP0005527,C002523,ACS,11.07,9.9,7,2025-02-14,0.0,Closed
L0003815,APP0005528,C000648,ACS,27.39,6.68,7,2025-03-26,0.99,Active
L0003816,APP0005529,C000050,Nano,37.53,15.09,30,2025-03-19,0.0,Closed
L0003817,APP0005532,C003756,ACS,18.76,6.22,7,2025-01-18,0.0,Active
L0003818,APP0005534,C001428,BNPL,510.36,2.66,106,2025-06-04,224.24,Active
L0003819,APP0005535,C000084,ACS,28.59,8.32,7,2025-04-03,0.0,Closed
L0003820,APP0005536,C002669,ACS,6.75,9.16,7,2025-04-28,0.07,Active
L0003821,APP0005538,C002887,ACS,5.57,6.36,7,2025-02-16,0.0,Active
L0003822,APP0005539,C003743,Nano,36.75,15.11,30,2025-06-21,7.48,Active
L0003823,APP0005540,C003333,BNPL,175.19,3.94,180,2025-02-02,0.0,Closed
L0003824,APP0005541,C001013,Nano,249.1,14.8,30,2025-03-19,0.0,Closed
L0003825,APP0005542,C002095,ACS,18.54,9.19,7,2025-02-12,0.0,Closed
L0003826,APP0005543,C000382,Nano,177.16,16.1,30,2025-04-14,0.0,Closed
L0003827,APP0005544,C003263,ACS,16.95,9.55,7,2025-10-16,10.7,Active
L0003828,APP0005545,C001982,BNPL,578.96,4.33,177,2025-03-15,0.0,Active
L0003829,APP0005546,C000847,Nano,48.29,12.16,30,2025-03-07,0.0,Closed
L0003830,APP0005548,C002356,BNPL,623.15,2.59,91,2025-08-02,249.72,Active
L0003831,APP0005554,C002008,ACS,26.81,6.28,7,2025-11-07,20.35,Active
L0003832,APP0005555,C001988,BNPL,942.61,3.8,137,2025-02-07,0.0,Closed
L0003833,APP0005557,C002996,Nano,272.45,12.57,30,2025-05-12,31.35,Active
L0003834,APP0005558,C002450,ACS,27.33,8.83,7,2025-03-02,9.84,Defaulted
L0003835,APP0005560,C000135,ACS,19.49,7.42,7,2025-08-04,12.1,Active
L0003836,APP0005561,C001967,ACS,8.32,8.45,7,2025-05-24,0.76,Active
L0003837,APP0005562,C000314,Nano,208.82,13.16,30,2025-03-11,0.0,Closed
L0003838,APP0005563,C001505,ACS,23.74,6.76,7,2025-01-07,0.0,Closed
L0003839,APP0005564,C001323,BNPL,142.46,4.23,160,2025-06-26,23.12,Active
L0003840,APP0005565,C004419,Nano,253.89,14.84,30,2025-04-30,0.0,Closed
L0003841,APP0005566,C003375,Nano,226.54,16.03,30,2025-01-12,0.0,Closed
L0003842,APP0005567,C001199,ACS,8.47,8.03,7,2025-05-07,0.92,Active
L0003843,APP0005568,C003208,ACS,12.85,8.23,7,2025-01-25,0.0,Closed
L0003844,APP0005569,C004162,ACS,21.84,6.86,7,2025-01-23,0.0,Closed
L0003845,APP0005570,C000940,Nano,21.43,17.26,30,2025-07-13,5.77,Active
L0003846,APP0005573,C004571,BNPL,745.14,4.17,142,2025-04-08,0.0,Closed
L0003847,APP0005574,C001836,ACS,28.23,9.96,7,2025-02-16,0.0,Closed
L0003848,APP0005576,C002843,ACS,20.68,9.69,7,2025-02-15,0.0,Closed
L0003849,APP0005577,C001615,ACS,29.62,8.75,7,2025-04-15,0.0,Closed
L0003850,APP0005579,C004310,Nano,282.57,13.34,30,2025-02-12,28.87,Active
L0003851,APP0005580,C004481,ACS,16.35,6.62,7,2025-04-03,1.33,Active
L0003852,APP0005581,C001302,ACS,27.03,6.88,7,2025-09-16,13.98,Active
L0003853,APP0005583,C000714,Nano,236.21,12.28,30,2025-01-22,0.0,Active
L0003854,APP0005584,C002133,Nano,199.91,15.85,30,2025-03-28,0.0,Closed
L0003855,APP0005585,C004338,Nano,270.32,15.2,30,2025-07-03,73.24,Active
L0003856,APP0005587,C002429,Nano,67.27,17.18,30,2025-02-20,0.0,Closed
L0003857,APP0005588,C003904,BNPL,575.3,3.97,108,2025-02-02,0.0,Closed
L0003858,APP0005589,C002764,ACS,16.85,7.2,7,2025-03-27,0.0,Closed
L0003859,APP0005590,C002188,BNPL,294.86,2.04,155,2025-09-03,151.11,Active
L0003860,APP0005595,C000058,Nano,77.23,12.35,30,2025-05-26,7.74,Active
L0003861,APP0005596,C001635,Nano,115.15,17.74,30,2025-04-15,0.0,Closed
L0003862,APP0005597,C002781,Nano,110.01,17.5,30,2025-02-08,32.73,Active
L0003863,APP0005598,C003663,BNPL,865.43,3.48,147,2025-05-24,250.05,Active
L0003864,APP0005599,C004829,Nano,109.71,14.9,30,2025-04-18,0.0,Closed
L0003865,APP0005600,C003269,BNPL,631.63,3.97,140,2025-06-23,554.87,Defaulted
L0003866,APP0005601,C004876,ACS,27.3,6.9,7,2025-01-28,18.63,Defaulted
L0003867,APP0005602,C001439,Nano,193.83,15.83,30,2025-05-11,98.3,Defaulted
L0003868,APP0005604,C000022,ACS,5.84,7.3,7,2025-06-03,2.25,Active
L0003869,APP0005605,C000680,BNPL,961.06,2.94,148,2025-02-03,0.0,Closed
L0003870,APP0005606,C003214,Nano,286.13,14.14,30,2025-01-23,0.0,Active
L0003871,APP0005607,C001580,ACS,17.74,7.9,7,2025-02-04,0.0,Closed
L0003872,APP0005608,C002823,Nano,264.72,15.86,30,2025-05-22,33.82,Active
L0003873,APP0005611,C001760,ACS,21.98,6.06,7,2025-02-03,0.0,Closed
L0003874,APP0005612,C003431,ACS,27.7,6.79,7,2025-06-03,4.21,Active
L0003875,APP0005613,C004618,Nano,73.0,17.98,30,2025-08-02,28.39,Active
L0003876,APP0005614,C001235,ACS,18.78,9.13,7,2025-08-02,7.3,Active
L0003877,APP0005615,C002775,Nano,274.6,17.72,30,2025-07-25,78.76,Active
L0003878,APP0005616,C003665,ACS,29.99,9.16,7,2025-06-28,15.53,Active
L0003879,APP0005617,C003296,Nano,262.31,15.06,30,2025-02-15,154.37,Defaulted
L0003880,APP0005618,C002432,ACS,5.92,9.64,7,2025-03-05,0.0,Closed
L0003881,APP0005620,C002874,BNPL,809.5,4.11,165,2025-05-23,461.46,Active
L0003882,APP0005623,C004373,Nano,55.72,12.5,30,2025-02-06,40.56,Defaulted
L0003883,APP0005624,C003953,ACS,25.52,8.25,7,2025-07-14,17.21,Active
L0003884,APP0005625,C003206,Nano,164.13,16.3,30,2025-08-28,77.59,Active
L0003885,APP0005626,C000981,Nano,108.9,13.25,30,2025-03-21,1.05,Closed
L0003886,APP0005627,C002572,BNPL,141.4,2.43,122,2025-08-03,70.02,Active
L0003887,APP0005628,C001023,ACS,9.97,6.08,7,2025-05-14,0.17,Closed
L0003888,APP0005629,C000814,BNPL,255.24,4.49,178,2025-04-15,58.34,Active
L0003889,APP0005630,C001188,Nano,23.48,13.05,30,2025-06-26,4.52,Active
L0003890,APP0005637,C000976,ACS,12.83,8.8,7,2025-09-10,8.0,Active
L0003891,APP0005638,C000720,ACS,20.44,8.68,7,2025-04-21,4.83,Active
L0003892,APP0005641,C002976,Nano,67.8,15.9,30,2025-04-29,41.96,Active
L0003893,APP0005643,C001463,ACS,21.75,8.22,7,2025-09-29,11.23,Active
L0003894,APP0005645,C001035,BNPL,100.88,3.44,118,2025-11-02,76.08,Active
L0003895,APP0005646,C003512,ACS,18.37,9.29,7,2025-04-12,1.24,Active
L0003896,APP0005647,C003555,Nano,265.05,16.85,30,2025-01-31,158.08,Defaulted
L0003897,APP0005648,C003542,BNPL,179.78,4.7,116,2025-01-31,0.0,Closed
L0003898,APP0005649,C002560,BNPL,411.4,3.15,127,2025-03-05,104.04,Active
L0003899,APP0005650,C004224,Nano,114.52,15.9,30,2025-03-14,0.0,Closed
L0003900,APP0005652,C002080,ACS,11.59,9.79,7,2025-05-25,9.14,Defaulted
L0003901,APP0005653,C000317,Nano,237.44,14.15,30,2025-04-26,67.62,Active
L0003902,APP0005655,C000369,ACS,25.35,8.11,7,2025-06-20,7.82,Active
L0003903,APP0005656,C002179,ACS,22.94,9.09,7,2025-08-05,9.61,Active
L0003904,APP0005657,C000930,Nano,156.62,15.86,30,2025-04-24,35.32,Active
L0003905,APP0005658,C003540,BNPL,602.82,4.36,108,2025-08-15,320.26,Active
L0003906,APP0005660,C002756,ACS,22.96,6.98,7,2025-06-01,11.67,Active
L0003907,APP0005661,C004812,ACS,27.25,6.69,7,2025-08-28,11.13,Active
L0003908,APP0005662,C004608,BNPL,872.93,3.95,93,2025-04-26,415.01,Defaulted
L0003909,APP0005663,C002143,ACS,23.96,8.57,7,2025-04-09,13.93,Defaulted
L0003910,APP0005668,C002991,ACS,21.44,6.53,7,2025-05-21,6.65,Active
L0003911,APP0005669,C002826,Nano,229.95,16.9,30,2025-04-16,46.88,Active
L0003912,APP0005670,C004994,Nano,236.8,16.59,30,2025-01-13,24.55,Active
L0003913,APP0005671,C000951,ACS,21.32,7.55,7,2025-02-25,6.55,Active
L0003914,APP0005672,C000387,ACS,14.78,6.67,7,2025-03-17,0.0,Closed
L0003915,APP0005674,C002991,ACS,14.04,9.67,7,2025-07-12,6.43,Active
L0003916,APP0005675,C004482,ACS,28.32,6.88,7,2025-11-02,21.42,Active
L0003917,APP0005676,C001163,BNPL,847.29,4.57,137,2025-06-25,158.91,Active
L0003918,APP0005677,C003621,ACS,5.28,7.41,7,2025-06-10,1.07,Active
L0003919,APP0005679,C004583,BNPL,554.86,4.44,118,2025-06-06,137.71,Active
L0003920,APP0005682,C003310,BNPL,935.54,2.37,165,2025-08-03,402.3,Active
L0003921,APP0005683,C002775,Nano,229.25,14.17,30,2025-02-09,197.15,Defaulted
L0003922,APP0005684,C002402,ACS,21.04,7.49,7,2025-06-21,11.17,Active
L0003923,APP0005686,C003407,BNPL,918.37,4.02,128,2025-03-27,473.19,Defaulted
L0003924,APP0005687,C004043,Nano,161.65,12.87,30,2025-06-14,24.56,Active
L0003925,APP0005688,C002772,ACS,18.54,9.66,7,2025-04-23,0.64,Active
L0003926,APP0005689,C003293,ACS,25.11,6.69,7,2025-04-09,0.42,Closed
L0003927,APP0005690,C001437,Nano,86.4,14.88,30,2025-04-23,0.0,Closed
L0003928,APP0005691,C002367,BNPL,542.27,2.55,153,2025-08-15,216.62,Active
L0003929,APP0005692,C004098,Nano,238.42,12.43,30,2025-04-05,0.0,Active
L0003930,APP0005693,C003859,ACS,23.58,9.38,7,2025-04-24,0.0,Active
L0003931,APP0005694,C002563,ACS,28.18,9.59,7,2025-10-18,17.9,Active
L0003932,APP0005696,C001286,ACS,9.25,8.62,7,2025-04-08,5.6,Defaulted
L0003933,APP0005697,C001915,ACS,27.14,6.05,7,2025-01-16,0.0,Closed
L0003934,APP0005700,C000094,Nano,115.32,16.61,30,2025-05-11,3.93,Active
L0003935,APP0005701,C003000,BNPL,209.45,3.45,112,2025-04-15,174.31,Defaulted
L0003936,APP0005702,C003601,ACS,28.83,6.87,7,2025-09-11,14.82,Active
L0003937,APP0005703,C004904,BNPL,554.34,4.58,116,2025-02-17,0.0,Closed
L0003938,APP0005704,C002352,Nano,171.08,16.2,30,2025-03-10,0.0,Closed
L0003939,APP0005705,C000617,BNPL,209.83,4.3,111,2025-05-22,5.69,Closed
L0003940,APP0005707,C001540,ACS,26.62,8.06,7,2025-12-25,23.45,Active
L0003941,APP0005708,C000787,ACS,25.46,6.42,7,2025-01-28,1.35,Defaulted
L0003942,APP0005709,C003106,ACS,24.69,8.94,7,2025-05-30,13.3,Active
L0003943,APP0005710,C003592,ACS,22.82,9.26,7,2025-03-06,18.14,Defaulted
L0003944,APP0005711,C000275,ACS,24.77,7.26,7,2025-05-09,0.51,Closed
L0003945,APP0005715,C003150,Nano,171.35,16.33,30,2025-02-03,117.57,Defaulted
L0003946,APP0005716,C002336,ACS,6.29,8.75,7,2025-06-14,1.11,Active
L0003947,APP0005717,C001671,Nano,206.49,13.91,30,2025-03-01,0.0,Closed
L0003948,APP0005718,C003203,ACS,27.98,9.86,7,2025-03-03,0.95,Active
L0003949,APP0005720,C002747,Nano,107.09,13.7,30,2025-03-08,66.84,Active
L0003950,APP0005721,C003765,ACS,15.44,7.51,7,2025-01-21,5.06,Defaulted
L0003951,APP0005723,C000428,BNPL,578.83,3.27,93,2025-06-03,83.74,Active
L0003952,APP0005724,C000116,Nano,264.26,13.44,30,2025-01-22,0.0,Active
L0003953,APP0005725,C002775,Nano,231.65,13.64,30,2025-08-14,91.77,Active
L0003954,APP0005726,C002068,Nano,123.24,16.0,30,2025-05-10,3.7,Active
L0003955,APP0005727,C003271,ACS,21.4,8.74,7,2025-06-21,3.04,Active
L0003956,APP0005728,C004075,Nano,88.31,12.69,30,2025-02-26,0.0,Active
L0003957,APP0005729,C004895,Nano,76.6,16.87,30,2025-02-15,47.07,Defaulted
L0003958,APP0005730,C001612,Nano,39.87,17.92,30,2025-01-31,0.0,Closed
L0003959,APP0005731,C000563,BNPL,318.21,4.69,157,2025-06-04,48.47,Active
L0003960,APP0005733,C000096,Nano,44.79,14.13,30,2025-03-16,4.28,Active
L0003961,APP0005734,C003199,ACS,21.39,8.28,7,2025-05-22,19.2,Defaulted
L0003962,APP0005736,C001767,ACS,29.62,9.75,7,2025-06-13,15.96,Active
L0003963,APP0005737,C000620,BNPL,635.81,2.77,155,2025-09-01,324.35,Active
L0003964,APP0005739,C000970,Nano,242.11,16.89,30,2025-07-12,79.01,Active
L0003965,APP0005741,C001470,ACS,6.8,9.91,7,2025-04-02,0.0,Closed
L0003966,APP0005742,C001965,Nano,53.8,14.61,30,2025-07-02,14.84,Active
L0003967,APP0005743,C000559,Nano,141.16,13.07,30,2025-01-26,0.0,Active
L0003968,APP0005744,C000694,Nano,200.77,12.35,30,2025-03-09,0.0,Closed
L0003969,APP0005745,C003738,Nano,170.54,14.85,30,2025-04-20,0.0,Closed
L0003970,APP0005746,C004094,ACS,24.15,6.87,7,2025-04-17,0.0,Closed
L0003971,APP0005749,C003658,Nano,120.33,14.83,30,2025-04-30,0.0,Active
L0003972,APP0005750,C000607,ACS,12.55,8.48,7,2025-08-08,4.75,Active
L0003973,APP0005752,C001155,Nano,175.08,13.34,30,2025-03-28,0.0,Active
L0003974,APP0005753,C003887,Nano,59.88,16.3,30,2025-02-23,0.0,Closed
L0003975,APP0005754,C003163,ACS,6.04,8.19,7,2025-04-03,0.0,Closed
L0003976,APP0005756,C004755,Nano,230.73,13.94,30,2025-03-28,0.0,Active
L0003977,APP0005759,C002702,ACS,28.11,8.96,7,2025-05-03,5.28,Active
L0003978,APP0005760,C004657,ACS,23.22,8.43,7,2025-05-13,3.78,Active
L0003979,APP0005762,C002201,ACS,8.69,7.46,7,2025-02-13,0.0,Closed
L0003980,APP0005764,C004930,ACS,21.75,6.13,7,2025-08-03,8.58,Active
L0003981,APP0005766,C001824,Nano,98.24,15.61,30,2025-02-23,0.0,Closed
L0003982,APP0005767,C003140,Nano,231.38,16.23,30,2025-05-13,21.99,Active
L0003983,APP0005768,C000434,Nano,35.91,13.61,30,2025-02-01,12.21,Active
L0003984,APP0005769,C000580,ACS,23.4,6.1,7,2025-02-08,2.96,Active
L0003985,APP0005770,C003523,ACS,9.76,9.47,7,2025-04-19,2.51,Active
L0003986,APP0005771,C001565,ACS,28.82,8.66,7,2025-03-10,0.82,Active
L0003987,APP0005776,C003106,ACS,20.43,7.57,7,2025-02-07,0.0,Closed
L0003988,APP0005777,C003386,Nano,262.95,13.14,30,2025-08-21,235.91,Defaulted
L0003989,APP0005778,C004104,Nano,252.47,13.77,30,2025-04-23,0.0,Closed
L0003990,APP0005780,C001720,ACS,9.96,8.58,7,2025-04-12,0.0,Closed
L0003991,APP0005781,C002780,Nano,102.42,13.79,30,2025-07-11,29.1,Active
L0003992,APP0005782,C001440,Nano,21.4,15.25,30,2025-01-31,0.0,Closed
L0003993,APP0005784,C003787,BNPL,749.95,4.44,167,2025-06-21,156.62,Active
L0003994,APP0005785,C003779,BNPL,515.39,4.47,172,2025-03-23,219.49,Defaulted
L0003995,APP0005786,C002489,Nano,59.22,17.63,30,2025-05-22,10.96,Active
L0003996,APP0005787,C003140,ACS,13.35,7.29,7,2025-09-28,8.08,Active
L0003997,APP0005788,C000897,BNPL,334.28,2.84,178,2025-07-02,118.95,Active
L0003998,APP0005789,C000989,ACS,19.73,9.92,7,2025-05-09,14.17,Defaulted
L0003999,APP0005791,C001035,Nano,224.74,12.93,30,2025-07-03,59.89,Active
L0004000,APP0005792,C004004,Nano,58.09,16.12,30,2025-04-24,39.09,Active
L0004001,APP0005795,C002055,ACS,13.94,6.72,7,2025-01-26,0.0,Closed
L0004002,APP0005796,C003802,Nano,73.46,15.53,30,2025-03-19,0.0,Closed
L0004003,APP0005797,C000381,ACS,20.99,9.24,7,2025-04-20,13.37,Defaulted
L0004004,APP0005799,C002279,ACS,17.49,6.25,7,2025-02-06,0.0,Closed
L0004005,APP0005802,C001003,ACS,19.97,9.05,7,2025-06-02,3.97,Active
L0004006,APP0005803,C004314,ACS,29.34,8.08,7,2025-02-27,0.0,Closed
L0004007,APP0005806,C002971,ACS,17.7,6.45,7,2025-07-02,9.06,Active
L0004008,APP0005807,C001789,Nano,232.37,13.38,30,2025-01-04,0.0,Closed
L0004009,APP0005808,C004730,BNPL,927.13,4.58,91,2025-03-18,120.55,Active
L0004010,APP0005810,C000077,Nano,252.42,16.83,30,2025-05-11,39.86,Active
L0004011,APP0005811,C001433,ACS,16.57,6.55,7,2025-03-24,0.0,Closed
L0004012,APP0005812,C004853,Nano,46.6,13.86,30,2025-02-10,0.0,Active
L0004013,APP0005813,C002431,ACS,6.39,8.45,7,2025-08-13,3.37,Active
L0004014,APP0005815,C000094,ACS,15.48,8.42,7,2025-02-07,0.0,Active
L0004015,APP0005816,C000113,BNPL,857.7,4.96,163,2025-01-31,276.42,Active
L0004016,APP0005817,C001023,Nano,158.6,15.4,30,2025-05-27,4.81,Active
L0004017,APP0005818,C002595,ACS,13.75,6.45,7,2025-04-19,0.0,Active
L0004018,APP0005819,C003048,Nano,132.41,14.57,30,2025-05-31,2.95,Closed
L0004019,APP0005820,C000349,ACS,29.11,7.89,7,2025-03-31,18.47,Defaulted
L0004020,APP0005821,C004584,ACS,15.93,6.89,7,2025-03-21,0.0,Closed
L0004021,APP0005822,C003017,Nano,211.68,14.45,30,2025-07-20,56.99,Active
L0004022,APP0005823,C001758,Nano,289.13,13.32,30,2025-05-28,6.28,Closed
L0004023,APP0005824,C002259,ACS,21.64,9.87,7,2025-10-17,13.76,Active
L0004024,APP0005826,C003863,Nano,164.49,15.12,30,2025-02-21,84.24,Active
L0004025,APP0005828,C002898,Nano,176.73,12.88,30,2025-02-24,0.0,Closed
L0004026,APP0005830,C003932,ACS,19.83,9.24,7,2025-03-28,1.94,Active
L0004027,APP0005831,C001801,Nano,292.95,12.65,30,2025-05-13,7.84,Closed
L0004028,APP0005834,C004285,ACS,25.69,6.3,7,2025-03-26,0.0,Closed
L0004029,APP0005837,C000513,ACS,10.06,9.18,7,2025-02-23,0.0,Active
L0004030,APP0005838,C003278,ACS,14.8,8.8,7,2025-01-24,0.0,Closed
L0004031,APP0005839,C003441,BNPL,416.83,3.85,171,2025-02-12,0.0,Closed
L0004032,APP0005840,C001319,Nano,272.58,13.32,30,2025-04-25,0.0,Closed
L0004033,APP0005841,C002268,ACS,18.64,6.27,7,2025-05-24,12.97,Defaulted
L0004034,APP0005842,C004958,BNPL,389.44,4.78,114,2025-07-22,189.05,Active
L0004035,APP0005843,C000697,ACS,19.45,6.46,7,2025-06-23,4.37,Active
L0004036,APP0005844,C004089,ACS,18.32,8.14,7,2025-09-25,9.54,Active
L0004037,APP0005846,C004259,ACS,10.06,9.89,7,2025-04-29,0.0,Closed
L0004038,APP0005847,C002674,ACS,24.11,9.22,7,2025-02-09,10.58,Defaulted
L0004039,APP0005848,C000058,BNPL,152.6,4.86,148,2025-02-17,0.0,Closed
L0004040,APP0005849,C000546,ACS,14.47,7.55,7,2025-08-28,5.7,Active
L0004041,APP0005850,C004131,ACS,15.62,8.09,7,2025-07-18,5.56,Active
L0004042,APP0005851,C003958,ACS,28.45,6.1,7,2025-04-28,12.5,Active
L0004043,APP0005852,C001089,Nano,51.12,17.86,30,2025-04-27,0.0,Closed
L0004044,APP0005853,C003208,ACS,16.79,8.37,7,2025-04-27,0.0,Closed
L0004045,APP0005856,C003522,BNPL,180.37,2.59,167,2025-03-30,0.0,Closed
L0004046,APP0005857,C000798,ACS,14.84,7.03,7,2025-05-08,0.37,Closed
L0004047,APP0005859,C000041,BNPL,968.89,4.21,137,2025-03-24,607.43,Defaulted
L0004048,APP0005860,C001219,ACS,17.35,7.63,7,2025-05-11,0.62,Active
L0004049,APP0005861,C004681,ACS,30.0,6.2,7,2025-03-31,5.27,Active
L0004050,APP0005862,C002501,ACS,6.07,7.3,7,2025-02-28,0.0,Active
L0004051,APP0005863,C003618,Nano,26.87,17.16,30,2025-06-26,3.79,Active
L0004052,APP0005864,C001499,ACS,14.49,8.02,7,2025-05-31,0.12,Closed
L0004053,APP0005865,C000217,Nano,112.23,12.65,30,2025-02-28,0.0,Closed
L0004054,APP0005866,C003077,BNPL,369.31,2.24,147,2025-04-28,0.0,Closed
L0004055,APP0005867,C001202,Nano,266.66,15.32,30,2025-02-09,5.86,Active
L0004056,APP0005868,C000549,ACS,18.94,8.84,7,2025-04-07,9.03,Defaulted
L0004057,APP0005870,C002042,Nano,27.0,17.16,30,2025-06-20,4.94,Active
L0004058,APP0005872,C002959,ACS,8.13,8.67,7,2025-09-10,4.42,Active
L0004059,APP0005873,C002230,ACS,11.29,6.52,7,2025-03-19,0.0,Closed
L0004060,APP0005874,C004953,Nano,29.28,14.98,30,2025-04-13,16.79,Defaulted
L0004061,APP0005875,C000445,ACS,9.6,8.42,7,2025-06-18,1.37,Active
L0004062,APP0005876,C002478,BNPL,146.11,3.05,148,2025-03-25,0.0,Closed
L0004063,APP0005877,C003967,BNPL,899.23,4.88,135,2025-01-12,0.0,Closed
L0004064,APP0005882,C004627,ACS,13.77,7.07,7,2025-07-01,3.71,Active
L0004065,APP0005883,C004205,ACS,15.19,9.48,7,2025-07-04,6.36,Active
L0004066,APP0005885,C003867,ACS,26.24,7.49,7,2025-05-11,0.88,Active
L0004067,APP0005886,C002724,ACS,12.46,9.72,7,2025-04-15,0.0,Closed
L0004068,APP0005889,C000280,Nano,109.06,12.6,30,2025-07-10,29.47,Active
L0004069,APP0005890,C003120,BNPL,227.89,4.55,161,2025-09-10,126.78,Active
L0004070,APP0005891,C004016,ACS,23.74,6.21,7,2025-06-19,3.54,Active
L0004071,APP0005892,C004170,Nano,224.32,16.93,30,2025-06-03,34.53,Active
L0004072,APP0005894,C004908,Nano,81.04,14.95,30,2025-01-15,0.0,Active
L0004073,APP0005895,C002973,ACS,20.11,7.53,7,2025-03-01,0.0,Closed
L0004074,APP0005896,C000855,Nano,47.3,15.68,30,2025-09-10,24.17,Active
L0004075,APP0005900,C004423,BNPL,681.05,4.67,161,2025-05-06,16.29,Closed
L0004076,APP0005901,C003629,Nano,40.96,15.79,30,2025-08-28,15.7,Active
L0004077,APP0005902,C004305,BNPL,282.35,3.56,134,2025-06-26,42.31,Active
L0004078,APP0005903,C001710,ACS,27.84,9.29,7,2025-08-20,16.06,Active
L0004079,APP0005904,C003584,ACS,6.78,9.28,7,2025-10-12,5.29,Active
L0004080,APP0005905,C000834,Nano,169.35,15.88,30,2025-02-18,31.8,Defaulted
L0004081,APP0005906,C000519,ACS,25.78,6.75,7,2025-09-24,13.16,Active
L0004082,APP0005907,C003211,ACS,26.99,7.26,7,2025-04-04,0.0,Active
L0004083,APP0005910,C002346,ACS,11.39,9.62,7,2025-08-22,6.11,Active
L0004084,APP0005912,C001857,Nano,195.07,16.84,30,2025-06-18,35.65,Active
L0004085,APP0005913,C001470,BNPL,685.25,4.96,106,2025-05-17,12.77,Closed
L0004086,APP0005915,C001822,ACS,17.66,6.32,7,2025-04-27,5.78,Active
L0004087,APP0005917,C000793,Nano,269.62,16.98,30,2025-05-02,48.27,Active
L0004088,APP0005919,C002057,ACS,13.14,6.43,7,2025-04-26,0.0,Closed
L0004089,APP0005920,C000810,BNPL,783.64,3.47,173,2025-03-17,97.67,Active
L0004090,APP0005922,C002547,ACS,14.25,7.32,7,2025-04-16,2.73,Active
L0004091,APP0005923,C000713,ACS,13.23,6.21,7,2025-06-29,2.74,Active
L0004092,APP0005925,C000428,ACS,26.53,9.93,7,2025-03-15,0.0,Active
L0004093,APP0005926,C002054,Nano,169.14,17.65,30,2025-04-11,0.0,Closed
L0004094,APP0005927,C001212,Nano,251.43,17.03,30,2025-06-01,178.32,Active
L0004095,APP0005929,C002349,Nano,112.39,17.84,30,2025-07-25,59.79,Active
L0004096,APP0005930,C003695,ACS,12.39,9.95,7,2025-03-10,7.33,Active
L0004097,APP0005932,C000344,Nano,56.17,17.24,30,2025-03-12,0.0,Closed
L0004098,APP0005935,C003821,Nano,225.5,15.73,30,2025-02-08,0.0,Closed
L0004099,APP0005938,C002371,ACS,21.66,9.26,7,2025-05-27,1.16,Active
L0004100,APP0005939,C001735,ACS,14.23,8.36,7,2025-03-12,0.0,Active
L0004101,APP0005940,C001471,ACS,10.78,8.06,7,2025-04-26,0.0,Closed
L0004102,APP0005941,C004919,Nano,124.94,16.11,30,2025-07-20,76.19,Active
