ApplicationID,CustomerID,ApplicationDate,Product,RequestedAmount,BehavioralScoreAtDecision,Decision,DeclineReason
APP0004184,C002753,2025-06-07,Nano,68.23,693,Approved,
APP0004185,C002552,2025-03-07,Nano,86.34,565,Declined,Policy Rule Failure
APP0004186,C001722,2025-07-15,ACS,8.93,643,Approved,
APP0004187,C002692,2025-02-19,ACS,23.1,556,Declined,Duplicate Application
APP0004188,C002626,2025-04-04,ACS,19.74,647,Approved,
APP0004189,C004927,2025-07-29,BNPL,635.67,649,Approved,
APP0004190,C001697,2025-03-27,ACS,13.12,724,Approved,
APP0004191,C000745,2025-08-11,Nano,87.92,714,Approved,
APP0004192,C002278,2025-11-23,ACS,24.12,589,Declined,Low Behavioural Score
APP0004193,C000709,2025-02-25,Nano,85.29,597,Approved,
APP0004194,C000783,2025-02-13,Nano,50.89,515,Approved,
APP0004195,C003176,2025-03-28,BNPL,529.29,439,Approved,
APP0004196,C004224,2025-04-28,Nano,221.89,874,Approved,
APP0004197,C000579,2025-02-26,Nano,24.8,489,Approved,
APP0004198,C001949,2025-08-13,ACS,11.48,590,Declined,Policy Rule Failure
APP0004199,C000917,2025-05-08,Nano,207.0,660,Approved,
APP0004200,C002336,2025-04-10,BNPL,467.83,676,Approved,
APP0004201,C002954,2025-03-31,ACS,5.07,625,Approved,
APP0004202,C004548,2025-04-07,Nano,217.22,367,Declined,Low Behavioural Score
APP0004203,C004472,2025-03-29,Nano,77.56,434,Approved,
APP0004204,C004536,2025-04-09,Nano,96.54,669,Approved,
APP0004205,C002113,2025-09-28,Nano,158.96,710,Declined,Duplicate Application
APP0004206,C003941,2025-04-08,ACS,27.77,731,Approved,
APP0004207,C001454,2025-04-11,Nano,141.5,381,Declined,Low Behavioural Score
APP0004208,C000151,2025-08-04,ACS,6.75,570,Approved,
APP0004209,C004650,2025-05-20,BNPL,497.81,549,Approved,
APP0004210,C004532,2025-01-23,ACS,14.15,434,Declined,Low Behavioural Score
APP0004211,C000906,2025-01-12,ACS,7.91,302,Declined,Duplicate Application
APP0004212,C000944,2025-03-20,Nano,62.98,654,Approved,
APP0004213,C004536,2025-06-12,Nano,187.87,669,Declined,Low Behavioural Score
APP0004214,C002192,2025-02-11,ACS,29.52,496,Declined,High Existing Exposure
APP0004215,C003950,2025-02-12,Nano,267.7,675,Approved,
APP0004216,C004515,2025-01-20,Nano,252.64,581,Declined,Low Behavioural Score
APP0004217,C002728,2025-04-23,Nano,88.3,699,Approved,
APP0004218,C000476,2025-08-28,Nano,183.34,377,Declined,Low Behavioural Score
APP0004219,C003001,2025-07-28,ACS,8.58,584,Approved,
APP0004220,C000666,2025-04-30,BNPL,488.49,665,Approved,
APP0004221,C003440,2025-07-17,BNPL,761.22,454,Approved,
APP0004222,C002881,2025-03-26,Nano,80.77,484,Declined,Low Behavioural Score
APP0004223,C002187,2025-06-16,Nano,260.32,353,Declined,Incomplete Data
APP0004224,C002339,2025-07-27,Nano,225.92,763,Approved,
APP0004225,C004811,2025-05-26,BNPL,699.44,739,Approved,
APP0004226,C001949,2025-07-12,ACS,27.13,590,Declined,Incomplete Data
APP0004227,C004245,2025-05-09,Nano,96.66,630,Approved,
APP0004228,C004049,2025-03-09,ACS,28.6,595,Approved,
APP0004229,C004981,2025-10-09,ACS,14.81,324,Declined,High Existing Exposure
APP0004230,C004474,2025-02-22,ACS,15.01,312,Declined,Low Behavioural Score
APP0004231,C003107,2025-06-10,BNPL,839.61,705,Approved,
APP0004232,C004958,2025-03-02,ACS,26.46,579,Approved,
APP0004233,C003503,2025-05-01,ACS,22.91,653,Approved,
APP0004234,C000615,2025-09-20,Nano,129.8,630,Approved,
APP0004235,C000482,2025-08-04,ACS,27.28,328,Declined,Incomplete Data
APP0004236,C003382,2025-07-08,ACS,24.62,566,Approved,
APP0004237,C002649,2025-04-05,BNPL,494.24,485,Declined,Policy Rule Failure
APP0004238,C004357,2025-03-08,ACS,14.63,462,Declined,Fraud Flag
APP0004239,C002691,2025-10-22,ACS,17.88,549,Approved,
APP0004240,C001203,2025-02-11,Nano,267.02,591,Approved,
APP0004241,C004286,2025-04-27,ACS,25.71,521,Declined,High Existing Exposure
APP0004242,C002401,2025-02-01,ACS,6.07,662,Approved,
APP0004243,C004771,2025-01-27,Nano,211.95,476,Declined,Duplicate Application
APP0004244,C000036,2025-06-25,ACS,17.42,696,Approved,
APP0004245,C000092,2025-08-17,BNPL,228.39,521,Approved,
APP0004246,C000674,2025-02-23,ACS,5.23,759,Approved,
APP0004247,C004786,2025-03-13,ACS,15.58,616,Declined,High Existing Exposure
APP0004248,C000628,2025-02-23,Nano,86.04,396,Declined,Low Behavioural Score
APP0004249,C003564,2025-03-27,BNPL,322.63,547,Declined,Low Behavioural Score
APP0004250,C003538,2025-04-25,ACS,20.47,786,Approved,
APP0004251,C004400,2025-08-26,Nano,159.9,726,Approved,
APP0004252,C003112,2025-01-27,Nano,78.83,448,Approved,
APP0004253,C000105,2025-03-15,BNPL,907.42,629,Approved,
APP0004254,C000194,2025-03-22,ACS,17.57,586,Approved,
APP0004255,C000071,2025-01-18,BNPL,196.87,552,Declined,Low Behavioural Score
APP0004256,C002979,2025-10-26,ACS,9.88,539,Approved,
APP0004257,C002152,2025-04-13,Nano,291.76,706,Approved,
APP0004258,C000341,2025-03-18,ACS,16.91,721,Approved,
APP0004259,C000105,2025-02-16,Nano,227.3,608,Approved,
APP0004260,C001011,2025-04-25,ACS,29.94,599,Approved,
APP0004261,C002399,2025-05-02,ACS,13.23,440,Approved,
APP0004262,C004507,2025-06-25,ACS,5.75,769,Approved,
APP0004263,C004137,2025-06-19,Nano,186.94,660,Approved,
APP0004264,C002237,2025-05-25,ACS,5.58,652,Declined,Fraud Flag
APP0004265,C001434,2025-01-19,BNPL,453.49,787,Approved,
APP0004266,C003907,2025-07-10,ACS,9.87,572,Approved,
APP0004267,C004686,2025-03-11,ACS,26.64,720,Approved,
APP0004268,C001572,2025-05-19,ACS,7.03,873,Approved,
APP0004269,C002490,2025-03-04,BNPL,887.6,516,Approved,
APP0004270,C000554,2025-05-03,Nano,138.58,400,Declined,Low Behavioural Score
APP0004271,C000649,2025-02-09,Nano,152.11,504,Approved,
APP0004272,C004441,2025-10-01,BNPL,121.24,456,Declined,Low Behavioural Score
APP0004273,C001131,2025-05-14,Nano,221.42,462,Declined,High Existing Exposure
APP0004274,C000820,2025-04-26,ACS,22.57,654,Approved,
APP0004275,C001595,2025-04-10,ACS,21.53,628,Approved,
APP0004276,C001749,2025-03-05,ACS,9.38,653,Approved,
APP0004277,C001019,2025-08-02,Nano,142.9,525,Declined,High Existing Exposure
APP0004278,C003507,2025-04-07,ACS,25.64,512,Declined,Low Behavioural Score
APP0004279,C002870,2025-03-30,BNPL,104.48,526,Declined,Low Behavioural Score
APP0004280,C002960,2025-05-17,Nano,232.29,741,Approved,
APP0004281,C004928,2025-05-12,BNPL,776.22,758,Approved,
APP0004282,C004640,2025-07-02,Nano,282.28,776,Approved,
APP0004283,C001412,2025-01-15,Nano,179.57,417,Approved,
APP0004284,C004939,2025-03-26,Nano,110.24,739,Approved,
APP0004285,C003393,2025-07-16,Nano,38.38,724,Approved,
APP0004286,C000734,2025-07-07,ACS,26.5,875,Approved,
APP0004287,C001596,2025-08-16,Nano,172.86,481,Declined,Low Behavioural Score
APP0004288,C001133,2025-03-15,BNPL,379.0,479,Declined,Policy Rule Failure
APP0004289,C003997,2025-06-07,Nano,258.19,499,Declined,Low Behavioural Score
APP0004290,C003196,2025-04-18,Nano,217.57,622,Approved,
APP0004291,C003896,2025-04-16,Nano,44.94,746,Approved,
APP0004292,C000734,2025-09-17,ACS,21.18,876,Approved,
APP0004293,C002579,2025-01-26,ACS,25.98,510,Declined,Low Behavioural Score
APP0004294,C002712,2025-07-09,Nano,91.34,499,Approved,
APP0004295,C003405,2025-07-22,ACS,10.46,330,Declined,Low Behavioural Score
APP0004296,C001865,2025-02-26,Nano,285.81,671,Approved,
APP0004297,C000315,2025-02-04,Nano,219.5,744,Approved,
APP0004298,C004441,2025-01-13,ACS,27.17,453,Declined,Low Behavioural Score
APP0004299,C002132,2025-04-03,Nano,120.68,474,Declined,Low Behavioural Score
APP0004300,C004591,2025-03-27,ACS,27.99,693,Approved,
APP0004301,C002072,2025-02-04,ACS,19.78,472,Declined,Low Behavioural Score
APP0004302,C001295,2025-07-22,ACS,18.96,600,Declined,High Existing Exposure
APP0004303,C002321,2025-08-09,ACS,11.55,557,Declined,Fraud Flag
APP0004304,C000479,2025-01-21,BNPL,122.22,468,Approved,
APP0004305,C002794,2025-02-12,Nano,167.53,324,Declined,Low Behavioural Score
APP0004306,C004956,2025-09-09,ACS,29.5,709,Approved,
APP0004307,C001282,2025-04-20,BNPL,453.1,675,Approved,
APP0004308,C000750,2025-03-15,Nano,283.02,479,Declined,Low Behavioural Score
APP0004309,C000685,2025-04-16,Nano,38.55,580,Approved,
APP0004310,C000868,2025-04-14,Nano,82.97,323,Declined,High Existing Exposure
APP0004311,C001964,2025-08-26,Nano,99.43,544,Declined,Policy Rule Failure
APP0004312,C001261,2025-01-04,Nano,123.59,557,Declined,Policy Rule Failure
APP0004313,C003571,2025-07-23,Nano,175.72,660,Approved,
APP0004314,C001705,2025-08-28,ACS,25.96,491,Declined,Fraud Flag
APP0004315,C001816,2025-04-03,ACS,19.28,762,Approved,
APP0004316,C000739,2025-07-20,ACS,8.12,722,Approved,
APP0004317,C002867,2025-07-07,Nano,29.74,478,Declined,High Existing Exposure
APP0004318,C001612,2025-03-15,BNPL,724.98,609,Approved,
APP0004319,C003529,2025-10-04,ACS,22.89,651,Approved,
APP0004320,C000111,2025-05-25,BNPL,104.4,571,Approved,
APP0004321,C003214,2025-02-25,ACS,7.17,584,Approved,
APP0004322,C004005,2025-01-25,Nano,267.19,392,Declined,Duplicate Application
APP0004323,C003560,2025-09-09,ACS,19.72,775,Approved,
APP0004324,C001318,2025-06-30,ACS,16.6,392,Declined,Incomplete Data
APP0004325,C003484,2025-07-05,Nano,45.61,520,Declined,Policy Rule Failure
APP0004326,C004089,2025-05-12,BNPL,352.75,588,Approved,
APP0004327,C002635,2025-06-07,ACS,22.99,464,Declined,Low Behavioural Score
APP0004328,C003235,2025-04-20,Nano,179.63,758,Approved,
APP0004329,C004080,2025-01-05,BNPL,588.81,600,Approved,
APP0004330,C002403,2025-06-02,ACS,24.89,632,Approved,
APP0004331,C000745,2025-05-28,ACS,23.24,705,Declined,Policy Rule Failure
APP0004332,C004862,2025-06-28,Nano,99.72,628,Approved,
APP0004333,C001634,2025-02-10,ACS,28.09,467,Declined,Low Behavioural Score
APP0004334,C001934,2025-01-12,ACS,20.05,638,Approved,
APP0004335,C003065,2025-05-15,Nano,56.11,643,Approved,
APP0004336,C000892,2025-01-19,ACS,17.79,512,Declined,Incomplete Data
APP0004337,C001733,2025-03-14,ACS,15.59,864,Approved,
APP0004338,C002888,2025-06-25,BNPL,824.88,520,Approved,
APP0004339,C003668,2025-05-10,ACS,28.24,793,Approved,
APP0004340,C000701,2025-01-17,ACS,10.38,803,Approved,
APP0004341,C004141,2025-01-08,Nano,222.57,658,Approved,
APP0004342,C001385,2025-03-26,Nano,170.85,613,Approved,
APP0004343,C004568,2025-08-26,Nano,272.6,470,Declined,High Existing Exposure
APP0004344,C004539,2025-05-29,Nano,40.95,811,Approved,
APP0004345,C003557,2025-03-14,ACS,22.72,646,Approved,
APP0004346,C004461,2025-04-14,Nano,291.26,573,Declined,Incomplete Data
APP0004347,C000800,2025-02-20,ACS,19.41,786,Approved,
APP0004348,C002329,2025-03-20,ACS,12.66,452,Declined,Incomplete Data
APP0004349,C000705,2025-03-04,ACS,21.52,514,Declined,Policy Rule Failure
APP0004350,C002392,2025-04-13,ACS,5.58,612,Declined,Duplicate Application
APP0004351,C002912,2025-05-19,ACS,18.84,537,Approved,
APP0004352,C002834,2025-06-20,BNPL,450.92,469,Approved,
APP0004353,C000380,2025-05-27,ACS,7.87,433,Approved,
APP0004354,C000421,2025-05-20,ACS,27.77,508,Declined,Incomplete Data
APP0004355,C004991,2025-02-24,ACS,16.91,760,Approved,
APP0004356,C001266,2025-04-04,ACS,26.99,470,Declined,Low Behavioural Score
APP0004357,C002473,2025-05-14,Nano,92.25,522,Approved,
APP0004358,C002900,2025-04-12,BNPL,381.68,616,Approved,
APP0004359,C000797,2025-06-01,ACS,29.63,456,Declined,Low Behavioural Score
APP0004360,C001606,2025-05-09,Nano,174.79,472,Declined,Policy Rule Failure
APP0004361,C003008,2025-06-20,Nano,125.26,615,Approved,
APP0004362,C001067,2025-04-06,Nano,230.04,714,Approved,
APP0004363,C003963,2025-05-24,Nano,35.91,779,Approved,
APP0004364,C003237,2025-05-26,ACS,24.21,508,Approved,
APP0004365,C004945,2025-03-13,ACS,8.77,708,Approved,
APP0004366,C002833,2025-08-13,ACS,5.49,377,Declined,Incomplete Data
APP0004367,C004002,2025-07-25,ACS,29.85,793,Approved,
APP0004368,C001636,2025-08-17,ACS,10.04,630,Approved,
APP0004369,C003471,2025-05-07,ACS,27.46,616,Declined,Fraud Flag
APP0004370,C004687,2025-07-09,ACS,17.59,493,Declined,Policy Rule Failure
APP0004371,C004112,2025-06-10,ACS,9.11,592,Declined,Fraud Flag
APP0004372,C003889,2025-08-01,ACS,18.03,647,Approved,
APP0004373,C002253,2025-04-09,ACS,9.85,805,Approved,
APP0004374,C002981,2025-01-13,Nano,41.05,536,Approved,
APP0004375,C002964,2025-02-14,ACS,12.66,781,Approved,
APP0004376,C001048,2025-04-23,Nano,155.64,608,Approved,
APP0004377,C001315,2025-08-25,ACS,21.64,456,Approved,
APP0004378,C003241,2025-08-08,Nano,115.34,491,Approved,
APP0004379,C003184,2025-08-19,ACS,12.33,534,Approved,
APP0004380,C003439,2025-01-28,BNPL,499.51,593,Declined,Low Behavioural Score
APP0004381,C003019,2025-04-18,Nano,145.22,640,Approved,
APP0004382,C002907,2025-01-28,BNPL,844.67,779,Approved,
APP0004383,C002600,2025-05-04,ACS,7.61,623,Approved,
APP0004384,C003190,2025-02-06,Nano,45.02,783,Approved,
APP0004385,C001812,2025-10-18,ACS,17.95,695,Approved,
APP0004386,C000812,2025-11-06,ACS,19.65,627,Approved,
APP0004387,C003385,2025-05-22,BNPL,365.35,643,Approved,
APP0004388,C001675,2025-03-24,ACS,10.36,380,Approved,
APP0004389,C003790,2025-05-01,Nano,260.77,693,Approved,
APP0004390,C004454,2025-04-18,Nano,78.75,596,Declined,High Existing Exposure
APP0004391,C001957,2025-05-11,ACS,21.19,718,Approved,
APP0004392,C000686,2025-03-12,ACS,22.65,594,Approved,
APP0004393,C000005,2025-05-12,BNPL,624.53,624,Approved,
APP0004394,C002949,2025-02-26,Nano,131.92,475,Declined,Policy Rule Failure
APP0004395,C004412,2025-06-17,BNPL,840.45,316,Declined,Low Behavioural Score
APP0004396,C004489,2025-04-28,Nano,142.12,580,Approved,
APP0004397,C004494,2025-03-31,ACS,7.22,742,Approved,
APP0004398,C000071,2025-04-14,ACS,5.2,564,Approved,
APP0004399,C000272,2025-04-15,ACS,28.03,785,Approved,
APP0004400,C004836,2025-09-14,BNPL,844.28,668,Approved,
APP0004401,C003372,2025-09-10,ACS,27.02,590,Approved,
APP0004402,C004417,2025-05-01,ACS,11.37,754,Approved,
APP0004403,C004901,2025-06-09,BNPL,340.08,721,Approved,
APP0004404,C003576,2025-07-17,ACS,19.83,750,Approved,
APP0004405,C002007,2025-02-11,Nano,271.02,525,Approved,
APP0004406,C003546,2025-05-09,Nano,269.43,763,Approved,
APP0004407,C003134,2025-08-30,ACS,13.12,603,Approved,
APP0004408,C004339,2025-01-11,ACS,26.67,684,Approved,
APP0004409,C004307,2025-05-14,Nano,128.55,469,Declined,Incomplete Data
APP0004410,C000855,2025-02-25,ACS,9.5,779,Approved,
APP0004411,C004404,2025-04-03,Nano,63.09,757,Approved,
APP0004412,C003500,2025-05-28,Nano,183.31,754,Approved,
APP0004413,C003675,2025-02-21,ACS,6.87,698,Approved,
APP0004414,C001718,2025-04-20,Nano,177.09,719,Approved,
APP0004415,C002431,2025-02-22,Nano,25.85,473,Declined,Fraud Flag
APP0004416,C004379,2025-03-27,ACS,10.69,757,Approved,
APP0004417,C000694,2025-02-20,Nano,268.19,516,Approved,
APP0004418,C002667,2025-05-05,BNPL,914.4,348,Declined,Low Behavioural Score
APP0004419,C004836,2025-06-22,Nano,213.1,650,Approved,
APP0004420,C003830,2025-04-10,ACS,7.38,360,Declined,Low Behavioural Score
APP0004421,C000745,2025-01-12,ACS,27.75,710,Approved,
APP0004422,C000836,2025-05-02,BNPL,335.49,399,Declined,Policy Rule Failure
APP0004423,C002520,2025-05-17,ACS,6.95,535,Declined,Fraud Flag
APP0004424,C001211,2025-07-15,ACS,13.72,650,Approved,
APP0004425,C004408,2025-10-21,ACS,9.04,570,Approved,
APP0004426,C004191,2025-03-05,Nano,217.63,432,Approved,
APP0004427,C004770,2025-02-05,ACS,13.13,558,Approved,
APP0004428,C001977,2025-05-12,Nano,187.32,307,Declined,Duplicate Application
APP0004429,C001428,2025-04-11,Nano,290.37,459,Approved,
APP0004430,C002640,2025-01-08,BNPL,497.94,664,Approved,
APP0004431,C000576,2025-03-23,Nano,107.89,596,Approved,
APP0004432,C003628,2025-03-29,BNPL,634.13,574,Declined,Fraud Flag
APP0004433,C004349,2025-04-16,ACS,20.29,871,Approved,
APP0004434,C000849,2025-05-28,BNPL,607.99,804,Approved,
APP0004435,C000989,2025-09-11,ACS,7.58,450,Declined,Incomplete Data
APP0004436,C001513,2025-03-14,ACS,5.47,599,Declined,Duplicate Application
APP0004437,C004005,2025-07-12,BNPL,878.52,377,Declined,Low Behavioural Score
APP0004438,C001629,2025-05-02,Nano,73.86,575,Approved,
APP0004439,C003647,2025-06-09,ACS,5.98,605,Declined,Duplicate Application
APP0004440,C004584,2025-01-06,Nano,181.05,600,Approved,
APP0004441,C002192,2025-01-18,Nano,63.1,511,Approved,
APP0004442,C000688,2025-06-01,Nano,288.4,719,Approved,
APP0004443,C004580,2025-05-10,Nano,212.15,496,Declined,Low Behavioural Score
APP0004444,C001857,2025-04-13,Nano,299.07,455,Declined,Low Behavioural Score
APP0004445,C002996,2025-05-30,BNPL,835.39,558,Approved,
APP0004446,C004797,2025-03-14,BNPL,386.95,651,Declined,Duplicate Application
APP0004447,C004487,2025-08-08,Nano,212.21,504,Approved,
APP0004448,C004175,2025-02-13,Nano,139.96,536,Approved,
APP0004449,C001768,2025-03-03,ACS,10.91,776,Approved,
APP0004450,C003353,2025-02-24,Nano,172.53,758,Approved,
APP0004451,C001671,2025-09-12,BNPL,941.61,680,Approved,
APP0004452,C002745,2025-08-15,Nano,22.45,743,Approved,
APP0004453,C001687,2025-07-29,ACS,28.07,552,Approved,
APP0004454,C004194,2025-06-29,Nano,91.06,777,Approved,
APP0004455,C003756,2025-03-29,ACS,7.13,762,Approved,
APP0004456,C004732,2025-04-12,ACS,29.86,477,Declined,Policy Rule Failure
APP0004457,C001332,2025-02-02,BNPL,198.18,867,Approved,
APP0004458,C004621,2025-01-18,ACS,29.21,651,Approved,
APP0004459,C001238,2025-04-27,Nano,188.53,747,Approved,
APP0004460,C003196,2025-05-23,ACS,26.38,599,Approved,
APP0004461,C000869,2025-09-18,ACS,20.85,612,Declined,High Existing Exposure
APP0004462,C003640,2025-01-17,ACS,5.85,537,Approved,
APP0004463,C003875,2025-04-23,Nano,232.72,562,Declined,Policy Rule Failure
APP0004464,C003877,2025-02-07,ACS,23.35,449,Declined,High Existing Exposure
APP0004465,C001387,2025-03-18,ACS,9.29,469,Declined,Duplicate Application
APP0004466,C004047,2025-04-28,Nano,44.98,868,Approved,
APP0004467,C000796,2025-05-25,BNPL,442.72,655,Declined,Fraud Flag
APP0004468,C003666,2025-02-18,Nano,26.76,635,Approved,
APP0004469,C002351,2025-06-01,Nano,20.76,722,Approved,
APP0004470,C000900,2025-05-07,ACS,25.83,502,Declined,Incomplete Data
APP0004471,C004872,2025-04-21,Nano,248.89,750,Approved,
APP0004472,C003798,2025-02-22,ACS,16.63,602,Declined,Fraud Flag
APP0004473,C000732,2025-03-01,ACS,16.31,385,Approved,
APP0004474,C001952,2025-04-18,Nano,124.72,658,Declined,Low Behavioural Score
APP0004475,C003691,2025-03-31,BNPL,233.44,341,Declined,Low Behavioural Score
APP0004476,C000999,2025-04-08,BNPL,680.11,667,Declined,High Existing Exposure
APP0004477,C002366,2025-04-19,ACS,13.3,702,Approved,
APP0004478,C000513,2025-03-07,BNPL,362.84,556,Declined,Low Behavioural Score
APP0004479,C000113,2025-05-17,ACS,6.98,698,Approved,
APP0004480,C001202,2025-04-11,ACS,18.56,495,Declined,High Existing Exposure
APP0004481,C003557,2025-04-21,Nano,294.44,646,Approved,
APP0004482,C002539,2025-03-06,Nano,277.63,754,Approved,
APP0004483,C001545,2025-02-27,ACS,9.72,688,Approved,
APP0004484,C001235,2025-07-21,Nano,149.98,797,Approved,
APP0004485,C004019,2025-08-14,ACS,16.76,584,Declined,Fraud Flag
APP0004486,C003330,2025-02-16,BNPL,430.68,601,Approved,
APP0004487,C004317,2025-03-04,Nano,88.76,631,Approved,
APP0004488,C004822,2025-08-15,BNPL,769.21,588,Approved,
APP0004489,C003164,2025-04-16,Nano,125.49,534,Approved,
APP0004490,C000221,2025-07-22,Nano,239.48,719,Approved,
APP0004491,C004690,2025-03-26,BNPL,167.17,745,Approved,
APP0004492,C000654,2025-07-18,Nano,271.14,481,Declined,Low Behavioural Score
APP0004493,C003546,2025-03-24,ACS,23.94,764,Approved,
APP0004494,C001237,2025-05-21,ACS,13.27,677,Approved,
APP0004495,C003834,2025-05-08,ACS,23.09,747,Approved,
APP0004496,C004022,2025-08-27,ACS,19.51,493,Approved,
APP0004497,C003966,2025-08-31,BNPL,345.1,890,Approved,
APP0004498,C001357,2025-04-19,Nano,118.87,671,Approved,
APP0004499,C003209,2025-02-09,Nano,179.27,562,Approved,
APP0004500,C000958,2025-10-02,ACS,17.57,648,Approved,
APP0004501,C004436,2025-01-16,BNPL,299.27,771,Approved,
APP0004502,C000765,2025-05-22,ACS,26.28,614,Approved,
APP0004503,C004208,2025-03-28,Nano,283.72,877,Approved,
APP0004504,C000750,2025-04-25,BNPL,708.66,480,Approved,
APP0004505,C001443,2025-02-25,ACS,20.16,479,Declined,Duplicate Application
APP0004506,C003600,2025-04-28,Nano,221.62,602,Declined,Low Behavioural Score
APP0004507,C004793,2025-05-22,Nano,82.28,796,Approved,
APP0004508,C003541,2025-06-16,Nano,97.0,518,Approved,
APP0004509,C001715,2025-07-23,ACS,5.5,710,Approved,
APP0004510,C001556,2025-03-09,Nano,36.52,564,Approved,
APP0004511,C003153,2025-10-30,BNPL,351.62,567,Approved,
APP0004512,C002248,2025-06-24,ACS,8.16,575,Approved,
APP0004513,C001036,2025-03-14,ACS,14.7,790,Approved,
APP0004514,C003141,2025-06-21,ACS,12.42,768,Approved,
APP0004515,C002173,2025-01-12,BNPL,863.63,494,Approved,
APP0004516,C004876,2025-05-09,Nano,297.4,673,Approved,
APP0004517,C000147,2025-09-09,Nano,93.35,447,Declined,Low Behavioural Score
APP0004518,C003716,2025-01-26,ACS,9.61,532,Declined,Incomplete Data
APP0004519,C003991,2025-04-13,ACS,11.16,757,Approved,
APP0004520,C004016,2025-07-08,Nano,40.91,635,Approved,
APP0004521,C003501,2025-02-08,ACS,18.35,727,Approved,
APP0004522,C004889,2025-02-26,Nano,255.74,743,Approved,
APP0004523,C001547,2025-03-21,ACS,12.97,603,Approved,
APP0004524,C001906,2025-01-25,Nano,232.47,724,Approved,
APP0004525,C004672,2025-07-07,ACS,27.96,480,Declined,Policy Rule Failure
APP0004526,C000346,2025-02-28,BNPL,115.58,792,Approved,
APP0004527,C004134,2025-05-02,BNPL,626.56,638,Approved,
APP0004528,C003735,2025-01-17,ACS,11.8,782,Approved,
APP0004529,C002945,2025-05-19,Nano,190.62,677,Approved,
APP0004530,C000606,2025-02-08,ACS,6.07,500,Declined,Fraud Flag
APP0004531,C003056,2025-10-17,Nano,23.09,473,Declined,Low Behavioural Score
APP0004532,C002193,2025-03-04,Nano,43.68,343,Declined,Duplicate Application
APP0004533,C000439,2025-07-01,Nano,236.52,790,Approved,
APP0004534,C003692,2025-03-25,Nano,123.6,602,Approved,
APP0004535,C004063,2025-06-28,ACS,26.52,735,Approved,
APP0004536,C002792,2025-07-04,Nano,87.05,448,Approved,
APP0004537,C000815,2025-01-25,BNPL,324.45,447,Declined,Low Behavioural Score
APP0004538,C001836,2025-02-20,ACS,8.75,750,Approved,
APP0004539,C002704,2025-02-21,ACS,27.23,550,Declined,Policy Rule Failure
APP0004540,C002572,2025-03-11,ACS,23.95,717,Approved,
APP0004541,C002958,2025-04-22,Nano,33.49,693,Declined,Low Behavioural Score
APP0004542,C001227,2025-05-13,BNPL,802.06,558,Approved,
APP0004543,C003982,2025-07-02,ACS,24.8,496,Approved,
APP0004544,C000371,2025-09-02,ACS,7.03,549,Approved,
APP0004545,C004933,2025-04-23,BNPL,202.02,711,Approved,
APP0004546,C002063,2025-06-15,Nano,207.45,777,Approved,
APP0004547,C004146,2025-03-11,ACS,10.11,790,Approved,
APP0004548,C000292,2025-06-11,Nano,26.51,713,Approved,
APP0004549,C003347,2025-06-13,ACS,22.96,775,Approved,
APP0004550,C004899,2025-04-25,Nano,216.45,308,Declined,Low Behavioural Score
APP0004551,C004803,2025-05-26,ACS,7.09,502,Approved,
APP0004552,C002239,2025-04-08,Nano,66.89,821,Approved,
APP0004553,C001871,2025-02-06,Nano,74.85,448,Declined,Duplicate Application
APP0004554,C004412,2025-03-18,ACS,21.83,323,Declined,Low Behavioural Score
APP0004555,C003189,2025-04-04,Nano,101.81,395,Declined,Incomplete Data
APP0004556,C004759,2025-05-08,BNPL,361.37,394,Approved,
APP0004557,C001172,2025-04-02,Nano,152.5,713,Approved,
APP0004558,C002247,2025-08-17,ACS,12.1,570,Approved,
APP0004559,C001565,2025-06-09,ACS,20.91,550,Declined,Low Behavioural Score
APP0004560,C002102,2025-10-05,ACS,5.87,647,Approved,
APP0004561,C004365,2025-07-12,Nano,186.25,458,Approved,
APP0004562,C004468,2025-02-27,ACS,8.69,545,Approved,
APP0004563,C002977,2025-02-06,ACS,5.68,643,Approved,
APP0004564,C000174,2025-03-22,BNPL,416.64,545,Declined,Low Behavioural Score
APP0004565,C002209,2025-06-05,Nano,255.3,671,Declined,Low Behavioural Score
APP0004566,C002437,2025-04-04,ACS,10.48,371,Declined,Low Behavioural Score
APP0004567,C003569,2025-02-19,Nano,71.72,684,Approved,
APP0004568,C001344,2025-05-27,Nano,168.64,442,Declined,Incomplete Data
APP0004569,C002894,2025-02-04,Nano,179.26,476,Approved,
APP0004570,C003764,2025-07-12,BNPL,632.89,576,Declined,High Existing Exposure
APP0004571,C002849,2025-03-18,Nano,194.72,310,Declined,Incomplete Data
APP0004572,C004184,2025-03-21,Nano,182.07,617,Approved,
APP0004573,C001263,2025-09-16,ACS,8.71,703,Approved,
APP0004574,C003101,2025-02-04,ACS,17.73,349,Approved,
APP0004575,C002279,2025-04-17,Nano,79.79,592,Approved,
APP0004576,C002035,2025-04-14,ACS,17.46,596,Declined,Low Behavioural Score
APP0004577,C002122,2025-04-06,BNPL,217.67,724,Approved,
APP0004578,C002775,2025-08-12,Nano,179.21,667,Approved,
APP0004579,C002566,2025-02-07,ACS,24.5,483,Approved,
APP0004580,C002871,2025-05-18,ACS,27.54,793,Approved,
APP0004581,C004801,2025-06-11,ACS,26.54,372,Declined,Low Behavioural Score
APP0004582,C003176,2025-08-07,Nano,70.25,458,Declined,Low Behavioural Score
APP0004583,C002735,2025-03-31,ACS,16.27,787,Approved,
