PerformanceID,LoanID,ReportMonth,AmountDue,AmountPaid,OutstandingBalance,DaysPastDue,DelinquencyBucket,DefaultFlag
PF00023271,L0002800,2025-12-01,3.1,0.43,0.0,48,31-60,False
PF00023272,L0002801,2025-03-01,3.62,3.48,25.49,0,Current,False
PF00023273,L0002801,2025-03-01,3.62,1.46,24.03,24,1-30,False
PF00023274,L0002801,2025-04-01,3.62,1.4,22.63,17,1-30,False
PF00023275,L0002801,2025-05-01,3.62,1.3,21.33,13,1-30,False
PF00023276,L0002801,2025-06-01,3.62,3.05,18.28,24,1-30,False
PF00023277,L0002801,2025-07-01,3.62,1.15,17.13,10,1-30,False
PF00023278,L0002801,2025-08-01,3.62,0.49,16.64,35,31-60,False
PF00023279,L0002801,2025-09-01,3.62,1.01,15.63,63,61-90,False
PF00023280,L0002801,2025-10-01,3.62,0.03,15.6,78,90+,False
PF00023281,L0002801,2025-11-01,3.62,0.0,15.6,96,90+,True
PF00023282,L0002802,2025-04-01,36.36,35.11,255.8,0,Current,False
PF00023283,L0002802,2025-05-01,36.36,34.61,221.19,0,Current,False
PF00023284,L0002802,2025-06-01,36.36,36.32,184.87,0,Current,False
PF00023285,L0002802,2025-07-01,36.36,35.38,149.49,0,Current,False
PF00023286,L0002802,2025-08-01,36.36,35.88,113.61,0,Current,False
PF00023287,L0002802,2025-09-01,36.36,35.26,78.35,0,Current,False
PF00023288,L0002802,2025-10-01,36.36,34.79,43.56,0,Current,False
PF00023289,L0002802,2025-11-01,36.36,36.1,7.46,0,Current,False
PF00023290,L0002802,2025-12-01,36.36,34.99,0.0,0,Current,False
PF00023291,L0002803,2025-08-01,2.22,2.12,15.62,0,Current,False
PF00023292,L0002803,2025-09-01,2.22,2.13,13.49,0,Current,False
PF00023293,L0002803,2025-10-01,2.22,2.22,11.27,0,Current,False
PF00023294,L0002803,2025-11-01,2.22,2.15,9.12,0,Current,False
PF00023295,L0002803,2025-12-01,2.22,2.21,6.91,0,Current,False
PF00023296,L0002804,2025-09-01,119.52,114.33,841.82,0,Current,False
PF00023297,L0002804,2025-10-01,119.52,52.61,789.21,16,1-30,False
PF00023298,L0002804,2025-11-01,119.52,115.68,673.53,0,Current,False
PF00023299,L0002804,2025-12-01,119.52,116.82,556.71,0,Current,False
PF00023300,L0002805,2025-05-01,2.93,2.9,20.57,0,Current,False
PF00023301,L0002805,2025-06-01,2.93,2.83,17.74,0,Current,False
PF00023302,L0002805,2025-07-01,2.93,1.33,16.41,23,1-30,False
PF00023303,L0002805,2025-08-01,2.93,2.87,13.54,0,Current,False
PF00023304,L0002805,2025-09-01,2.93,2.85,10.69,0,Current,False
PF00023305,L0002805,2025-10-01,2.93,2.78,7.91,0,Current,False
PF00023306,L0002805,2025-11-01,2.93,2.8,5.11,0,Current,False
PF00023307,L0002805,2025-12-01,2.93,2.84,2.27,0,Current,False
PF00023308,L0002806,2025-08-01,81.71,80.97,572.71,0,Current,False
PF00023309,L0002806,2025-09-01,81.71,80.82,491.89,0,Current,False
PF00023310,L0002806,2025-10-01,81.71,80.93,410.96,0,Current,False
PF00023311,L0002806,2025-11-01,81.71,81.31,329.65,0,Current,False
PF00023312,L0002806,2025-12-01,81.71,78.54,251.11,0,Current,False
PF00023313,L0002807,2025-05-01,17.5,17.14,122.9,0,Current,False
PF00023314,L0002807,2025-06-01,17.5,12.84,110.06,4,1-30,False
PF00023315,L0002807,2025-07-01,17.5,17.26,92.8,0,Current,False
PF00023316,L0002807,2025-08-01,17.5,17.36,75.44,0,Current,False
PF00023317,L0002807,2025-09-01,17.5,14.57,60.87,25,1-30,False
PF00023318,L0002807,2025-10-01,17.5,5.21,55.66,45,31-60,False
PF00023319,L0002807,2025-11-01,17.5,4.0,51.66,76,61-90,False
PF00023320,L0002807,2025-12-01,17.5,4.19,47.47,88,61-90,False
PF00023321,L0002808,2025-04-01,116.82,115.37,819.2,0,Current,False
PF00023322,L0002808,2025-05-01,116.82,114.07,705.13,0,Current,False
PF00023323,L0002808,2025-06-01,116.82,111.81,593.32,0,Current,False
PF00023324,L0002808,2025-07-01,116.82,114.72,478.6,0,Current,False
PF00023325,L0002808,2025-08-01,116.82,116.33,362.27,0,Current,False
PF00023326,L0002808,2025-09-01,116.82,113.89,248.38,0,Current,False
PF00023327,L0002808,2025-10-01,116.82,89.89,158.49,12,1-30,False
PF00023328,L0002808,2025-11-01,116.82,54.02,104.47,34,31-60,False
PF00023329,L0002808,2025-12-01,116.82,71.44,33.03,6,1-30,False
PF00023330,L0002809,2025-08-01,7.54,7.31,52.98,0,Current,False
PF00023331,L0002809,2025-09-01,7.54,7.45,45.53,0,Current,False
PF00023332,L0002809,2025-10-01,7.54,7.37,38.16,0,Current,False
PF00023333,L0002809,2025-11-01,7.54,7.33,30.83,0,Current,False
PF00023334,L0002809,2025-12-01,7.54,7.19,23.64,0,Current,False
PF00023335,L0002810,2025-04-01,2.43,2.41,17.01,0,Current,False
PF00023336,L0002810,2025-05-01,2.43,2.31,14.7,0,Current,False
PF00023337,L0002810,2025-06-01,2.43,2.13,12.57,28,1-30,False
PF00023338,L0002810,2025-07-01,2.43,1.47,11.1,20,1-30,False
PF00023339,L0002810,2025-08-01,2.43,0.96,10.14,18,1-30,False
PF00023340,L0002810,2025-09-01,2.43,1.56,8.58,4,1-30,False
PF00023341,L0002810,2025-10-01,2.43,0.27,8.31,46,31-60,False
PF00023342,L0002810,2025-11-01,2.43,1.19,7.12,38,31-60,False
PF00023343,L0002810,2025-12-01,2.43,1.87,5.25,29,1-30,False
PF00023344,L0002811,2025-02-01,4.01,3.92,28.13,0,Current,False
PF00023345,L0002811,2025-03-01,4.01,3.94,24.19,0,Current,False
PF00023346,L0002811,2025-04-01,4.01,3.82,20.37,0,Current,False
PF00023347,L0002811,2025-05-01,4.01,3.99,16.38,0,Current,False
PF00023348,L0002811,2025-06-01,4.01,3.27,13.11,10,1-30,False
PF00023349,L0002811,2025-07-01,4.01,2.33,10.78,30,1-30,False
PF00023350,L0002811,2025-08-01,4.01,1.88,8.9,8,1-30,False
PF00023351,L0002811,2025-09-01,4.01,2.31,6.59,12,1-30,False
PF00023352,L0002811,2025-10-01,4.01,3.88,2.71,0,Current,False
PF00023353,L0002811,2025-11-01,4.01,3.95,0.0,0,Current,False
PF00023354,L0002811,2025-12-01,4.01,4.01,0.0,0,Current,False
PF00023355,L0002812,2025-05-01,36.59,35.65,257.08,0,Current,False
PF00023356,L0002812,2025-06-01,36.59,36.21,220.87,0,Current,False
PF00023357,L0002812,2025-07-01,36.59,22.06,198.81,6,1-30,False
PF00023358,L0002812,2025-08-01,36.59,16.23,182.58,46,31-60,False
PF00023359,L0002812,2025-08-01,36.59,8.38,174.2,77,61-90,False
PF00023360,L0002812,2025-09-01,36.59,0.72,173.48,32,31-60,False
PF00023361,L0002812,2025-10-01,36.59,2.07,171.41,62,61-90,False
PF00023362,L0002812,2025-11-01,36.59,3.15,168.26,79,61-90,False
PF00023363,L0002812,2025-12-01,36.59,2.29,165.97,74,90+,False
PF00023364,L0002813,2025-05-01,3.69,3.6,25.89,0,Current,False
PF00023365,L0002813,2025-06-01,3.69,3.68,22.21,0,Current,False
PF00023366,L0002813,2025-07-01,3.69,3.65,18.56,0,Current,False
PF00023367,L0002813,2025-08-01,3.69,3.31,15.25,25,1-30,False
PF00023368,L0002813,2025-09-01,3.69,1.27,13.98,22,1-30,False
PF00023369,L0002813,2025-10-01,3.69,3.65,10.33,0,Current,False
PF00023370,L0002813,2025-11-01,3.69,3.58,6.75,0,Current,False
PF00023371,L0002813,2025-12-01,3.69,3.55,3.2,0,Current,False
PF00023372,L0002814,2025-04-01,1.89,1.6,13.5,16,1-30,False
PF00023373,L0002814,2025-05-01,1.89,0.31,13.19,45,31-60,False
PF00023374,L0002814,2025-06-01,1.89,0.2,12.99,77,61-90,False
PF00023375,L0002814,2025-07-01,1.89,0.51,12.48,79,90+,False
PF00023376,L0002814,2025-08-01,1.89,0.0,12.48,113,90+,True
PF00023377,L0002815,2025-01-01,2.54,2.47,17.89,0,Current,False
PF00023378,L0002815,2025-02-01,2.54,2.49,15.4,0,Current,False
PF00023379,L0002815,2025-03-01,2.54,2.41,12.99,0,Current,False
PF00023380,L0002815,2025-04-01,2.54,2.44,10.55,0,Current,False
PF00023381,L0002815,2025-05-01,2.54,2.5,8.05,0,Current,False
PF00023382,L0002815,2025-06-01,2.54,2.42,5.63,0,Current,False
PF00023383,L0002815,2025-07-01,2.54,2.45,3.18,0,Current,False
PF00023384,L0002815,2025-08-01,2.54,2.44,0.74,0,Current,False
PF00023385,L0002815,2025-09-01,2.54,2.5,0.0,0,Current,False
PF00023386,L0002815,2025-10-01,2.54,1.7,0.0,18,1-30,False
PF00023387,L0002815,2025-11-01,2.54,0.7,0.0,33,31-60,False
PF00023388,L0002815,2025-12-01,2.54,0.34,0.0,33,31-60,False
PF00023389,L0002816,2025-08-01,3.45,3.29,24.33,0,Current,False
PF00023390,L0002816,2025-09-01,3.45,3.41,20.92,0,Current,False
PF00023391,L0002816,2025-10-01,3.45,3.39,17.53,0,Current,False
PF00023392,L0002816,2025-10-01,3.45,3.36,14.17,0,Current,False
PF00023393,L0002816,2025-11-01,3.45,3.29,10.88,0,Current,False
PF00023394,L0002816,2025-12-01,3.45,3.35,7.53,0,Current,False
PF00023395,L0002817,2025-02-01,3.14,3.07,22.06,0,Current,False
PF00023396,L0002817,2025-03-01,3.14,0.99,21.07,2,1-30,False
PF00023397,L0002817,2025-04-01,3.14,3.08,17.99,0,Current,False
PF00023398,L0002817,2025-05-01,3.14,3.07,14.92,0,Current,False
PF00023399,L0002817,2025-06-01,3.14,3.11,11.81,0,Current,False
PF00023400,L0002817,2025-07-01,3.14,3.1,8.71,0,Current,False
PF00023401,L0002817,2025-08-01,3.14,3.12,5.59,0,Current,False
PF00023402,L0002817,2025-09-01,3.14,2.73,2.86,14,1-30,False
PF00023403,L0002817,2025-10-01,3.14,1.19,1.67,58,31-60,False
PF00023404,L0002817,2025-10-01,3.14,2.33,0.0,30,1-30,False
PF00023405,L0002817,2025-11-01,3.14,0.27,0.0,45,31-60,False
PF00023406,L0002817,2025-12-01,3.14,0.51,0.0,86,61-90,False
PF00023407,L0002818,2025-05-01,3.74,1.27,28.68,30,1-30,False
PF00023408,L0002818,2025-06-01,3.74,2.1,26.58,12,1-30,False
PF00023409,L0002818,2025-07-01,3.74,3.63,22.95,0,Current,False
PF00023410,L0002818,2025-08-01,3.74,3.66,19.29,0,Current,False
PF00023411,L0002818,2025-09-01,3.74,3.6,15.69,0,Current,False
PF00023412,L0002818,2025-10-01,3.74,3.73,11.96,0,Current,False
PF00023413,L0002818,2025-11-01,3.74,3.61,8.35,0,Current,False
PF00023414,L0002818,2025-12-01,3.74,3.56,4.79,0,Current,False
PF00023415,L0002819,2025-05-01,29.09,27.64,205.07,0,Current,False
PF00023416,L0002819,2025-06-01,29.09,28.76,176.31,0,Current,False
PF00023417,L0002819,2025-07-01,29.09,28.76,147.55,0,Current,False
PF00023418,L0002819,2025-08-01,29.09,12.96,134.59,19,1-30,False
PF00023419,L0002819,2025-09-01,29.09,17.94,116.65,17,1-30,False
PF00023420,L0002819,2025-10-01,29.09,28.34,88.31,0,Current,False
PF00023421,L0002819,2025-11-01,29.09,28.36,59.95,0,Current,False
PF00023422,L0002819,2025-12-01,29.09,28.18,31.77,0,Current,False
PF00023423,L0002820,2025-05-01,1.82,0.69,13.87,23,1-30,False
PF00023424,L0002820,2025-06-01,1.82,0.4,13.47,34,31-60,False
PF00023425,L0002820,2025-07-01,1.82,0.33,13.14,84,61-90,False
PF00023426,L0002820,2025-08-01,1.82,0.09,13.05,80,90+,False
PF00023427,L0002820,2025-09-01,1.82,0.0,13.05,119,90+,True
PF00023428,L0002821,2025-05-01,1.65,1.58,11.61,0,Current,False
PF00023429,L0002821,2025-06-01,1.65,1.12,10.49,3,1-30,False
PF00023430,L0002821,2025-07-01,1.65,1.39,9.1,22,1-30,False
PF00023431,L0002821,2025-08-01,1.65,0.0,9.1,51,31-60,False
PF00023432,L0002821,2025-09-01,1.65,0.32,8.78,60,31-60,False
PF00023433,L0002821,2025-10-01,1.65,0.64,8.14,59,31-60,False
PF00023434,L0002821,2025-10-01,1.65,0.26,7.88,62,61-90,False
PF00023435,L0002821,2025-11-01,1.65,0.14,7.74,86,90+,False
PF00023436,L0002821,2025-12-01,1.65,0.0,7.74,121,90+,True
PF00023437,L0002822,2025-04-01,68.91,65.51,485.77,0,Current,False
PF00023438,L0002822,2025-05-01,68.91,44.53,441.24,17,1-30,False
PF00023439,L0002822,2025-06-01,68.91,25.49,415.75,44,31-60,False
PF00023440,L0002822,2025-07-01,68.91,31.94,383.81,34,31-60,False
PF00023441,L0002822,2025-08-01,68.91,6.03,377.78,58,31-60,False
PF00023442,L0002822,2025-09-01,68.91,9.76,368.02,63,61-90,False
PF00023443,L0002822,2025-10-01,68.91,3.54,364.48,79,90+,False
PF00023444,L0002822,2025-11-01,68.91,0.0,364.48,106,90+,True
PF00023445,L0002823,2025-07-01,35.29,34.38,247.93,0,Current,False
PF00023446,L0002823,2025-08-01,35.29,33.56,214.37,0,Current,False
PF00023447,L0002823,2025-09-01,35.29,35.18,179.19,0,Current,False
PF00023448,L0002823,2025-10-01,35.29,34.46,144.73,0,Current,False
PF00023449,L0002823,2025-11-01,35.29,33.96,110.77,0,Current,False
PF00023450,L0002823,2025-12-01,35.29,21.41,89.36,2,1-30,False
PF00023451,L0002824,2025-07-01,3.05,2.9,21.53,0,Current,False
PF00023452,L0002824,2025-08-01,3.05,2.9,18.63,0,Current,False
PF00023453,L0002824,2025-09-01,3.05,2.93,15.7,0,Current,False
PF00023454,L0002824,2025-10-01,3.05,2.96,12.74,0,Current,False
PF00023455,L0002824,2025-11-01,3.05,3.04,9.7,0,Current,False
PF00023456,L0002824,2025-12-01,3.05,3.0,6.7,0,Current,False
PF00023457,L0002825,2025-10-01,3.51,3.37,24.7,0,Current,False
PF00023458,L0002825,2025-11-01,3.51,3.48,21.22,0,Current,False
PF00023459,L0002825,2025-12-01,3.51,2.27,18.95,6,1-30,False
PF00023460,L0002826,2025-03-01,116.93,112.08,823.37,0,Current,False
PF00023461,L0002826,2025-04-01,116.93,113.21,77193.15646080367,0,Current,False
PF00023462,L0002826,2025-05-01,116.93,74.65,635.51,22,1-30,False
PF00023463,L0002826,2025-06-01,116.93,30.89,604.62,47,31-60,False
PF00023464,L0002826,2025-07-01,116.93,43.4,561.22,19,1-30,False
PF00023465,L0002826,2025-08-01,116.93,64.69,496.53,22,1-30,False
PF00023466,L0002826,2025-09-01,116.93,9.19,487.34,46,31-60,False
PF00023467,L0002826,2025-10-01,116.93,33.5,453.84,86,61-90,False
PF00023468,L0002826,2025-11-01,116.93,14.87,438.97,70,90+,False
PF00023469,L0002826,2025-12-01,116.93,0.0,438.97,117,90+,True
PF00023470,L0002827,2025-03-01,2.54,2.52,17.81,0,Current,False
PF00023471,L0002827,2025-04-01,2.54,2.43,15.38,0,Current,False
PF00023472,L0002827,2025-05-01,2.54,2.46,12.92,0,Current,False
PF00023473,L0002827,2025-06-01,2.54,2.54,10.38,0,Current,False
PF00023474,L0002827,2025-07-01,2.54,1.29,9.09,20,1-30,False
PF00023475,L0002827,2025-08-01,2.54,1.93,7.16,21,1-30,False
PF00023476,L0002827,2025-09-01,2.54,2.45,4.71,0,Current,False
PF00023477,L0002827,2025-10-01,2.54,2.54,2.17,0,Current,False
PF00023478,L0002827,2025-11-01,2.54,2.5,0.0,0,Current,False
PF00023479,L0002827,2025-12-01,2.54,2.44,0.0,0,Current,False
PF00023480,L0002828,2025-04-01,2.91,2.85,20.46,0,Current,False
PF00023481,L0002828,2025-05-01,2.91,2.88,17.58,0,Current,False
PF00023482,L0002828,2025-06-01,2.91,2.81,14.77,0,Current,False
PF00023483,L0002828,2025-07-01,2.91,2.84,11.93,0,Current,False
PF00023484,L0002828,2025-08-01,2.91,2.9,9.03,0,Current,False
PF00023485,L0002828,2025-09-01,2.91,2.83,6.2,0,Current,False
PF00023486,L0002828,2025-10-01,2.91,2.8,3.4,0,Current,False
PF00023487,L0002828,2025-10-01,2.91,1.63,1.77,27,1-30,False
PF00023488,L0002828,2025-11-01,2.91,0.4,1.37,56,31-60,False
PF00023489,L0002828,2025-12-01,2.91,0.14,1.23,54,31-60,False
PF00023490,L0002829,2025-02-01,1.75,1.69,12.32,0,Current,False
PF00023491,L0002829,2025-03-01,1.75,1.68,10.64,0,Current,False
PF00023492,L0002829,2025-04-01,1.75,1.67,8.97,0,Current,False
PF00023493,L0002829,2025-05-01,1.75,0.89,8.08,6,1-30,False
PF00023494,L0002829,2025-06-01,1.75,0.1,7.98,58,31-60,False
PF00023495,L0002829,2025-07-01,1.75,0.32,7.66,69,61-90,False
PF00023496,L0002829,2025-08-01,1.75,0.47,7.19,87,90+,False
PF00023497,L0002829,2025-09-01,1.75,0.0,7.19,135,90+,True
PF00023498,L0002830,2025-10-01,1.43,1.4,10.01,0,Current,False
PF00023499,L0002830,2025-11-01,1.43,0.89,9.12,24,1-30,False
PF00023500,L0002830,2025-12-01,1.43,0.57,8.55,2,1-30,False
PF00023501,L0002831,2025-05-01,3.56,3.41,25.06,0,Current,False
PF00023502,L0002831,2025-06-01,3.56,3.41,21.65,0,Current,False
PF00023503,L0002831,2025-07-01,3.56,3.4,18.25,0,Current,False
PF00023504,L0002831,2025-08-01,3.56,3.42,14.83,0,Current,False
PF00023505,L0002831,2025-09-01,3.56,3.39,11.44,0,Current,False
PF00023506,L0002831,2025-10-01,3.56,1.92,9.52,5,1-30,False
PF00023507,L0002831,2025-11-01,3.56,0.73,8.79,33,31-60,False
PF00023508,L0002831,2025-12-01,3.56,0.45,8.34,38,31-60,False
PF00023509,L0002832,2025-04-01,1.02,1.0,7.2,0,Current,False
PF00023510,L0002832,2025-05-01,1.02,1.0,6.2,0,Current,False
PF00023511,L0002832,2025-06-01,1.02,0.99,5.21,0,Current,False
PF00023512,L0002832,2025-07-01,1.02,1.02,4.19,0,Current,False
PF00023513,L0002832,2025-08-01,1.02,1.0,3.19,0,Current,False
PF00023514,L0002832,2025-09-01,1.02,1.01,2.18,0,Current,False
PF00023515,L0002832,2025-10-01,1.02,1.01,1.17,0,Current,False
PF00023516,L0002832,2025-11-01,1.02,1.01,0.16,0,Current,False
PF00023517,L0002832,2025-12-01,1.02,0.99,0.0,0,Current,False
PF00023518,L0002833,2025-10-01,27.99,13.91,209.99,21,1-30,False
PF00023519,L0002833,2025-11-01,27.99,12.47,197.52,40,31-60,False
PF00023520,L0002833,2025-12-01,27.99,10.04,187.48,35,31-60,False
PF00023521,L0002834,2025-06-01,34.56,34.05,242.42,0,Current,False
PF00023522,L0002834,2025-07-01,34.56,16.29,226.13,26,1-30,False
PF00023523,L0002834,2025-08-01,34.56,7.04,219.09,35,31-60,False
PF00023524,L0002834,2025-09-01,34.56,8.2,210.89,80,61-90,False
PF00023525,L0002834,2025-10-01,34.56,2.86,208.03,80,90+,False
PF00023526,L0002834,2025-11-01,34.56,0.0,208.03,97,90+,True
PF00023527,L0002835,2025-05-01,3.36,1.86,25.03,1,1-30,False
PF00023528,L0002835,2025-06-01,3.36,1.17,23.86,25,1-30,False
PF00023529,L0002835,2025-07-01,3.36,0.59,23.27,56,31-60,False
PF00023530,L0002835,2025-08-01,3.36,0.11,23.16,69,61-90,False
PF00023531,L0002835,2025-09-01,3.36,0.9,22.26,71,61-90,False
PF00023532,L0002835,2025-10-01,3.36,0.09,22.17,76,61-90,False
PF00023533,L0002835,2025-11-01,3.36,0.24,21.93,53,31-60,False
PF00023534,L0002835,2025-12-01,3.36,1.56,20.37,17,1-30,False
PF00023535,L0002836,2025-12-01,14.08,13.56,99.07,0,Current,False
PF00023536,L0002837,2025-07-01,13.3,13.17,93.23,0,Current,False
PF00023537,L0002837,2025-08-01,13.3,4.82,88.41,21,1-30,False
PF00023538,L0002837,2025-09-01,13.3,11.89,76.52,14,1-30,False
PF00023539,L0002837,2025-10-01,13.3,5.11,71.41,32,31-60,False
PF00023540,L0002837,2025-11-01,13.3,2.0,69.41,61,61-90,False
PF00023541,L0002837,2025-12-01,13.3,0.75,68.66,66,90+,False
PF00023542,L0002838,2025-06-01,12.66,12.6,88.68,0,Current,False
PF00023543,L0002838,2025-07-01,12.66,12.22,76.46,0,Current,False
PF00023544,L0002838,2025-08-01,12.66,12.11,64.35,0,Current,False
PF00023545,L0002838,2025-09-01,12.66,12.5,51.85,0,Current,False
PF00023546,L0002838,2025-10-01,12.66,12.54,39.31,0,Current,False
PF00023547,L0002838,2025-11-01,12.66,12.4,26.91,0,Current,False
PF00023548,L0002838,2025-12-01,12.66,12.49,14.42,0,Current,False
PF00023549,L0002839,2025-02-01,36.7,36.06,257.58,0,Current,False
PF00023550,L0002839,2025-03-01,36.7,35.16,222.42,0,Current,False
PF00023551,L0002839,2025-04-01,36.7,36.23,186.19,0,Current,False
PF00023552,L0002839,2025-05-01,36.7,30.39,155.8,29,1-30,False
PF00023553,L0002839,2025-06-01,36.7,5.73,150.07,44,31-60,False
PF00023554,L0002839,2025-07-01,36.7,2.75,147.32,39,31-60,False
PF00023555,L0002839,2025-08-01,36.7,4.71,142.61,69,61-90,False
PF00023556,L0002839,2025-09-01,36.7,7.99,134.62,65,90+,False
PF00023557,L0002839,2025-10-01,36.7,0.0,134.62,94,90+,True
PF00023558,L0002840,2025-06-01,2.64,2.55,18.56,0,Current,False
PF00023559,L0002840,2025-07-01,2.64,2.51,16.05,0,Current,False
PF00023560,L0002840,2025-08-01,2.64,2.62,13.43,0,Current,False
PF00023561,L0002840,2025-09-01,2.64,2.63,10.8,0,Current,False
PF00023562,L0002840,2025-10-01,2.64,2.51,8.29,0,Current,False
PF00023563,L0002840,2025-11-01,2.64,2.62,5.67,0,Current,False
PF00023564,L0002840,2025-12-01,2.64,2.57,3.1,0,Current,False
PF00023565,L0002841,2025-03-01,3.2,2.27,23.32,3,1-30,False
PF00023566,L0002841,2025-04-01,3.2,1.25,22.07,2,1-30,False
PF00023567,L0002841,2025-05-01,3.2,3.15,18.92,0,Current,False
PF00023568,L0002841,2025-06-01,3.2,3.06,15.86,0,Current,False
PF00023569,L0002841,2025-07-01,3.2,3.13,12.73,0,Current,False
PF00023570,L0002841,2025-08-01,3.2,3.08,9.65,0,Current,False
PF00023571,L0002841,2025-09-01,3.2,3.12,6.53,0,Current,False
PF00023572,L0002841,2025-10-01,3.2,3.12,3.41,0,Current,False
PF00023573,L0002841,2025-11-01,3.2,3.18,0.23,0,Current,False
PF00023574,L0002841,2025-12-01,3.2,3.19,0.0,0,Current,False
PF00023575,L0002842,2025-09-01,3.45,3.38,24.2,0,Current,False
PF00023576,L0002842,2025-10-01,3.45,3.3,20.9,0,Current,False
PF00023577,L0002842,2025-11-01,3.45,3.31,17.59,0,Current,False
PF00023578,L0002842,2025-12-01,3.45,3.37,14.22,0,Current,False
PF00023579,L0002843,2025-08-01,15.68,14.96,110.49,0,Current,False
PF00023580,L0002843,2025-09-01,15.68,15.4,95.09,0,Current,False
PF00023581,L0002843,2025-10-01,15.68,15.02,80.07,0,Current,False
PF00023582,L0002843,2025-11-01,15.68,13.76,66.31,22,1-30,False
PF00023583,L0002843,2025-12-01,15.68,9.02,57.29,3,1-30,False
PF00023584,L0002844,2025-04-01,3.15,3.02,22.18,0,Current,False
PF00023585,L0002844,2025-05-01,3.15,3.15,19.03,0,Current,False
PF00023586,L0002844,2025-06-01,3.15,3.09,15.94,0,Current,False
PF00023587,L0002844,2025-07-01,3.15,3.06,12.88,0,Current,False
PF00023588,L0002844,2025-08-01,3.15,3.03,9.85,0,Current,False
PF00023589,L0002844,2025-09-01,3.15,3.01,6.84,0,Current,False
PF00023590,L0002844,2025-10-01,3.15,3.11,3.73,0,Current,False
PF00023591,L0002844,2025-11-01,3.15,3.01,0.72,0,Current,False
PF00023592,L0002844,2025-12-01,3.15,3.02,0.0,0,Current,False
PF00023593,L0002845,2025-01-01,76.28,75.73,534.55,0,Current,False
PF00023594,L0002845,2025-02-01,76.28,73.64,460.91,0,Current,False
PF00023595,L0002845,2025-03-01,76.28,74.79,386.12,0,Current,False
PF00023596,L0002845,2025-04-01,76.28,75.24,310.88,0,Current,False
PF00023597,L0002845,2025-05-01,76.28,55.05,255.83,21,1-30,False
PF00023598,L0002845,2025-06-01,76.28,4.04,251.79,36,31-60,False
PF00023599,L0002845,2025-07-01,76.28,48.07,203.72,16,1-30,False
PF00023600,L0002845,2025-08-01,76.28,4.14,199.58,48,31-60,False
PF00023601,L0002845,2025-09-01,76.28,35.14,164.44,37,31-60,False
PF00023602,L0002845,2025-10-01,76.28,3.0,161.44,75,61-90,False
PF00023603,L0002845,2025-11-01,76.28,21.59,139.85,73,61-90,False
PF00023604,L0002846,2025-05-01,2.18,2.18,15.27,0,Current,False
PF00023605,L0002846,2025-06-01,2.18,0.79,14.48,5,1-30,False
PF00023606,L0002846,2025-07-01,2.18,1.0,13.48,43,31-60,False
PF00023607,L0002846,2025-08-01,2.18,0.13,13.35,34,31-60,False
PF00023608,L0002846,2025-09-01,2.18,0.16,13.19,62,61-90,False
PF00023609,L0002846,2025-10-01,2.18,0.63,12.56,86,90+,False
PF00023610,L0002846,2025-11-01,2.18,0.0,12.56,132,90+,True
PF00023611,L0002847,2025-09-01,0.94,0.93,6.55,0,Current,False
PF00023612,L0002847,2025-10-01,0.94,0.94,5.61,0,Current,False
PF00023613,L0002847,2025-11-01,0.94,0.9,4.71,0,Current,False
PF00023614,L0002847,2025-12-01,0.94,0.92,3.79,0,Current,False
PF00023615,L0002848,2025-08-01,2.54,2.42,17.87,0,Current,False
PF00023616,L0002848,2025-09-01,2.54,2.5,15.37,0,Current,False
PF00023617,L0002848,2025-10-01,2.54,2.51,12.86,0,Current,False
PF00023618,L0002848,2025-11-01,2.54,1.18,11.68,22,1-30,False
PF00023619,L0002848,2025-12-01,2.54,1.21,10.47,60,31-60,False
PF00023620,L0002849,2025-04-01,1.19,1.17,8.34,0,Current,False
PF00023621,L0002849,2025-05-01,1.19,1.16,7.18,0,Current,False
PF00023622,L0002849,2025-06-01,1.19,1.17,6.01,0,Current,False
PF00023623,L0002849,2025-07-01,1.19,1.16,4.85,0,Current,False
PF00023624,L0002849,2025-08-01,1.19,1.19,3.66,0,Current,False
PF00023625,L0002849,2025-09-01,1.19,1.19,2.47,0,Current,False
PF00023626,L0002849,2025-10-01,1.19,1.15,1.32,0,Current,False
PF00023627,L0002849,2025-11-01,1.19,1.14,0.18,0,Current,False
PF00023628,L0002849,2025-12-01,1.19,1.14,0.0,0,Current,False
PF00023629,L0002850,2025-04-01,24.17,23.84,169.5,0,Current,False
PF00023630,L0002850,2025-05-01,24.17,22.97,146.53,0,Current,False
PF00023631,L0002850,2025-06-01,24.17,23.22,123.31,0,Current,False
PF00023632,L0002850,2025-07-01,24.17,17.6,105.71,10,1-30,False
PF00023633,L0002850,2025-08-01,24.17,11.95,93.76,59,31-60,False
PF00023634,L0002850,2025-09-01,24.17,0.82,92.94,58,31-60,False
PF00023635,L0002850,2025-10-01,24.17,20.86,72.08,20,1-30,False
PF00023636,L0002850,2025-11-01,24.17,2.34,69.74,50,31-60,False
PF00023637,L0002850,2025-12-01,24.17,6.39,63.35,67,61-90,False
PF00023638,L0002851,2025-01-01,17.5,16.77,123.24,0,Current,False
PF00023639,L0002851,2025-02-01,17.5,16.7,106.54,0,Current,False
PF00023640,L0002851,2025-03-01,17.5,16.76,89.78,0,Current,False
PF00023641,L0002851,2025-04-01,17.5,16.78,73.0,0,Current,False
PF00023642,L0002851,2025-05-01,17.5,17.4,55.6,0,Current,False
