CustomerID,Country,MNOPartner,CustomerTenureMonths,AverageMonthlyTopUp,TopUpFrequency,BehavioralScore,RegistrationDate
C002576,Ghana,Telecel Ghana,57,10.11,10,630,15/04/2020
C002577,Ghana,Telecel Ghana,37,11.6,16,677,03/12/2021
C002578,Pakistan,Jazz,58,14.97,22,802,12/03/2020
C002579,Nigeria,MTN Nigeria,27,14.39,21,512,08/10/2022
C002580,Pakistan,Jazz,11,11.1,16,612,06/02/2024
C002581,Nigeria,MTN Nigeria,52,11.33,14,470,24/09/2020
C002582,Uganda,Airtel Uganda,18,7.78,15,548,14/06/2023
C002583,Nigeria,MTN Nigeria,38,19.51,11,611,31/10/2021
C002584,Nigeria,Airtel Nigeria,31,23.84,14,734,18/05/2022
C002585,Nigeria,Airtel Nigeria,14,14.63,12,576,14/10/2023
C002586,Kenya,Safaricom,41,12.76,29,700,13/08/2021
C002587,Kenya,Safaricom,13,7.71,9,428,06/12/2023
C002588,Nigeria,Glo Nigeria,15,12.85,18,561,20/09/2023
C002589,Kenya,Safaricom,38,16.11,11,635,12/11/2021
C002590,Kenya,Safaricom,23,15.1,19,716,22/01/2023
C002591,Uganda,MTN Uganda,43,8.6,21,658,23/05/2021
C002592,Pakistan,Zong,46,13.61,17,749,23/02/2021
C002593,Ghana,Telecel Ghana,8,14.58,20,712,29/04/2024
C002594,Nigeria,Airtel Nigeria,31,16.2,13,634,02/06/2022
C002595,Nigeria,Airtel Nigeria,50,22.15,22,687,02/11/2020
C002596,Pakistan,Zong,31,11.63,23,735,09/06/2022
C002597,Nigeria,MTN Nigeria,60,18.97,27,806,12/01/2020
C002598,Kenya,Safaricom,50,17.82,23,692,13/11/2020
C002599,Pakistan,Jazz,18,7.95,13,572,24/06/2023
C002600,Pakistan,Telenor Pakistan,38,12.65,20,622,30/10/2021
C002601,Kenya,Airtel Kenya,61,17.03,20,755,03/12/2019
C002602,Ghana,Telecel Ghana,33,15.54,23,,03/04/2022
C002603,Kenya,Safaricom,42,13.11,13,719,13/07/2021
C002604,Uganda,Airtel Uganda,42,6.71,7,462,19/07/2021
C002605,Nigeria,Glo Nigeria,12,15.53,19,458,18/12/2023
C002606,Nigeria,Glo Nigeria,55,23.33,24,751,02/06/2020
C002607,Ghana,Telecel Ghana,26,14.39,21,676,01/11/2022
C002608,Nigeria,MTN Nigeria,43,17.22,17,714,27/05/2021
C002609,Ghana,MTN Ghana,47,12.56,13,655,07/02/2021
C002610,Kenya,Airtel Kenya,11,15.08,20,,23/01/2024
C002611,Pakistan,Telenor Pakistan,24,8.51,13,556,11/01/2023
C002612,Uganda,Airtel Uganda,35,7.68,19,504,01/02/2022
C002613,Kenya,Safaricom,29,12,14,476,29/07/2022
C002614,Uganda,MTN Uganda,41,10.94,23,761,06/08/2021
C002615,Nigeria,MTN Nigeria,10,12.07,11,486,20/02/2024
C002616,Kenya,Airtel Kenya,59,18.79,25,767,12/02/2020
C002617,Nigeria,MTN Nigeria,38,22.85,14,688,29/10/2021
C002618,Pakistan,Telenor Pakistan,43,9.1,7,587,18/06/2021
C002619,Uganda,Airtel Uganda,37,9.46,16,544,03/12/2021
C002620,Pakistan,Zong,47,15.32,25,821,08/02/2021
C002621,Pakistan,Jazz,61,10.15,15,708,19/12/2019
C002622,Pakistan,Telenor Pakistan,37,12.76,12,720,05/12/2021
C002623,Nigeria,MTN Nigeria,68,25.19,27,782,13/05/2019
C002624,Pakistan,Jazz,60,11.88,16,652,30/12/2019
C002625,Ghana,MTN Ghana,68,10.97,25,797,27/05/2019
C002626,Kenya,Safaricom,38,15.02,17,657,17/11/2021
C002627,Ghana,Telecel Ghana,75,,16,612,25/10/2018
C002628,Kenya,Airtel Kenya,33,12.76,11,539,08/04/2022
C002629,Nigeria,MTN Nigeria,35,11.84,13,546,14/02/2022
C002630,Nigeria,Airtel Nigeria,50,17.01,25,779,09/11/2020
C002631,Nigeria,MTN Nigeria,22,19.83,16,634,26/02/2023
C002632,Kenya,Safaricom,70,16.59,22,783,09/03/2019
C002633,Pakistan,Zong,45,15.87,27,819,02/04/2021
C002634,Ghana,MTN Ghana,57,11.86,22,685,14/04/2020
C002635,Kenya,Safaricom,41,11.99,5,450,01/08/2021
C002636,Kenya,Safaricom,49,11.04,17,650,15/12/2020
C002637,Kenya,Safaricom,4,9.42,2,329,30/08/2024
C002638,Nigeria,Glo Nigeria,40,22.55,20,715,03/09/2021
C002639,Uganda,Airtel Uganda,3,9.35,25,694,19/09/2024
C002640,Nigeria,MTN Nigeria,41,16.78,20,681,12/08/2021
C002641,Uganda,MTN Uganda,53,11.49,27,663,30/07/2020
C002642,Uganda,Airtel Uganda,40,11.3,20,692,03/09/2021
C002643,Ghana,MTN Ghana,29,11.97,16,626,29/07/2022
C002644,Pakistan,Telenor Pakistan,27,8.78,13,539,24/09/2022
C002645,Nigeria,Airtel Nigeria,52,19.08,15,575,16/09/2020
C002646,Pakistan,Jazz,45,12.98,22,719,07/04/2021
C002647,Uganda,MTN Uganda,56,7.28,7,502,01/05/2020
C002648,Uganda,MTN Uganda,28,,15,601,27/08/2022
C002649,Ghana,MTN Ghana,31,7.57,8,494,22/05/2022
C002650,Uganda,Airtel Uganda,35,11.14,23,670,15/02/2022
C002651,Pakistan,Zong,56,9.16,2,456,06/05/2020
C002652,Kenya,Safaricom,52,15.35,23,772,05/09/2020
C002653,Uganda,MTN Uganda,57,,4,460,01/04/2020
C002654,Uganda,MTN Uganda,36,8.64,20,677,19/12/2021
C002655,Kenya,Safaricom,49,9.11,9,471,19/12/2020
C002656,Pakistan,Telenor Pakistan,43,13.09,11,661,07/06/2021
C002657,Kenya,Airtel Kenya,41,12.95,16,510,24/07/2021
C002658,Ghana,Telecel Ghana,29,12.8,11,739,22/07/2022
C002659,Nigeria,MTN Nigeria,51,15.91,21,727,21/10/2020
C002660,Nigeria,Airtel Nigeria,9,10.9,12,457,21/03/2024
C002661,Uganda,MTN Uganda,59,12.97,31,836,17/02/2020
C002662,Kenya,Airtel Kenya,12,11.05,8,581,17/12/2023
C002663,Kenya,Safaricom,32,11.76,12,571,02/05/2022
C002664,Nigeria,Glo Nigeria,66,25.14,27,774,23/07/2019
C002665,Kenya,Safaricom,34,11.23,15,472,06/03/2022
C002666,Uganda,MTN Uganda,16,9.88,20,584,11/08/2023
C002667,Pakistan,Telenor Pakistan,1,5.19,15,351,22/11/2024
C002668,Nigeria,MTN Nigeria,45,15.64,14,620,16/04/2021
C002669,Ghana,Telecel Ghana,62,13.63,18,628,26/11/2019
C002670,Kenya,Safaricom,35,18.81,21,767,12/02/2022
C002671,Ghana,Telecel Ghana,60,10.61,4,509,27/01/2020
C002672,Kenya,Safaricom,48,16.71,21,749,21/01/2021
C002673,Kenya,Airtel Kenya,1,9.92,3,490,17/11/2024
C002674,Kenya,Safaricom,12,13.59,13,591,22/12/2023
C002675,Ghana,MTN Ghana,52,9.37,12,657,01/09/2020
C002676,Kenya,Safaricom,29,9.44,12,482,28/07/2022
C002677,Kenya,Safaricom,44,10.05,5,427,17/05/2021
C002678,Uganda,Airtel Uganda,21,7.09,10,638,24/03/2023
C002679,Uganda,Airtel Uganda,31,6.75,15,514,03/06/2022
C002680,Kenya,Airtel Kenya,38,11.46,14,627,13/11/2021
C002681,Uganda,Airtel Uganda,57,11.59,26,893,08/04/2020
C002682,Pakistan,Telenor Pakistan,31,11.85,12,614,28/05/2022
C002683,Nigeria,MTN Nigeria,12,13.3,10,364,26/12/2023
C002684,Ghana,Telecel Ghana,34,8.46,14,539,14/03/2022
C002685,Nigeria,MTN Nigeria,33,12.59,9,511,17/04/2022
C002686,Uganda,Airtel Uganda,41,10.54,9,618,29/07/2021
C002687,Nigeria,MTN Nigeria,64,16.49,31,727,26/09/2019
C002688,Ghana,Telecel Ghana,8,10.1,18,475,28/04/2024
C002689,Nigeria,MTN Nigeria,3,11.95,18,530,13/09/2024
C002690,Kenya,Safaricom,51,14.02,12,593,12/10/2020
C002691,Pakistan,Jazz,18,8.21,11,552,17/06/2023
C002692,Kenya,Safaricom,27,13.83,15,554,03/10/2022
C002693,Pakistan,Jazz,43,12.85,20,798,26/05/2021
C002694,Pakistan,Jazz,19,7.28,8,506,31/05/2023
C002695,Pakistan,Jazz,16,9.78,22,624,07/09/2023
C002696,Nigeria,Airtel Nigeria,43,21.22,23,792,31/05/2021
C002697,Uganda,MTN Uganda,46,10.95,11,603,04/03/2021
C002698,Nigeria,Airtel Nigeria,50,20.6,27,780,25/10/2020
C002699,Kenya,Safaricom,57,13.74,20,772,25/04/2020
C002700,Pakistan,Telenor Pakistan,30,10.5,8,622,01/07/2022
C002701,Ghana,MTN Ghana,55,10.46,14,666,05/06/2020
C002702,Kenya,Safaricom,44,20.02,22,797,10/05/2021
C002703,Kenya,Safaricom,3,14.92,16,581,26/09/2024
C002704,Uganda,Airtel Uganda,37,6.78,14,554,10/12/2021
C002705,Uganda,MTN Uganda,53,10.15,23,673,25/08/2020
C002706,Kenya,Safaricom,39,17.38,20,741,01/10/2021
C002707,Pakistan,Jazz,46,7.56,10,505,28/02/2021
C002708,Nigeria,MTN Nigeria,13,14.35,15,473,25/11/2023
C002709,Nigeria,MTN Nigeria,52,18.01,23,676,23/09/2020
C002710,Ghana,Telecel Ghana,56,9.71,11,522,04/05/2020
C002711,Pakistan,Jazz,44,11.52,21,693,25/04/2021
C002712,Nigeria,Airtel Nigeria,24,14.6,9,498,25/12/2022
C002713,Nigeria,MTN Nigeria,42,20.71,15,697,19/07/2021
C002714,Nigeria,MTN Nigeria,63,16.79,25,627,18/10/2019
C002715,Pakistan,Jazz,35,9.61,10,513,30/01/2022
C002716,Nigeria,MTN Nigeria,62,14.5,13,518,01/11/2019
C002717,Kenya,Safaricom,42,14.74,10,624,07/07/2021
C002718,Pakistan,Zong,39,10.78,25,757,19/10/2021
C002719,Nigeria,Airtel Nigeria,26,16.48,10,584,23/10/2022
C002720,Ghana,MTN Ghana,28,9.1,18,487,25/08/2022
C002721,Kenya,Safaricom,1,10.61,19,520,25/11/2024
C002722,Uganda,Airtel Uganda,5,4.05,6,306,23/07/2024
C002723,Kenya,Safaricom,14,9.59,8,405,07/11/2023
C002724,Kenya,Safaricom,58,13.49,24,831,25/03/2020
C002725,Nigeria,Glo Nigeria,44,9.87,5,341,13/05/2021
C002726,Uganda,MTN Uganda,30,7.33,14,520,14/07/2022
C002727,Uganda,MTN Uganda,17,11.02,21,722,02/08/2023
C002728,Nigeria,MTN Nigeria,30,23.11,23,694,27/06/2022
C002729,Kenya,Safaricom,48,17.68,16,699,11/01/2021
C002730,Pakistan,Jazz,39,12.5,22,619,15/10/2021
C002731,Nigeria,Airtel Nigeria,72,24.14,20,741,15/01/2019
C002732,Nigeria,MTN Nigeria,27,7.76,1,312,19/09/2022
C002733,Ghana,MTN Ghana,44,8.86,14,528,05/05/2021
C002734,Kenya,Safaricom,42,13.95,22,717,12/07/2021
C002735,Nigeria,Airtel Nigeria,68,16.79,17,793,09/05/2019
C002736,Kenya,Safaricom,46,22,26,899,13/03/2021
C002737,Nigeria,Airtel Nigeria,48,18.78,6,569,22/01/2021
C002738,Kenya,Safaricom,45,17.25,20,769,03/04/2021
C002739,Uganda,MTN Uganda,16,10.76,14,620,19/08/2023
C002740,Ghana,MTN Ghana,57,14.84,23,755,21/04/2020
C002741,Nigeria,MTN Nigeria,66,18.8,17,719,21/07/2019
C002742,Uganda,MTN Uganda,24,6.54,10,523,12/01/2023
C002743,Nigeria,Airtel Nigeria,49,16.32,15,467,09/12/2020
C002744,Uganda,Airtel Uganda,18,10.77,27,683,28/06/2023
C002745,Kenya,Airtel Kenya,30,14.88,18,746,09/07/2022
C002746,Uganda,Airtel Uganda,17,5.13,11,395,26/07/2023
C002747,Nigeria,MTN Nigeria,46,24.07,25,792,03/03/2021
C002748,Nigeria,Airtel Nigeria,31,20.56,11,661,03/06/2022
C002749,Kenya,Safaricom,41,14.12,14,632,28/07/2021
C002750,Nigeria,Airtel Nigeria,29,20.8,4,611,02/08/2022
C002751,Nigeria,Glo Nigeria,42,18.93,23,747,09/07/2021
C002752,Uganda,MTN Uganda,31,8.92,6,485,28/05/2022
C002753,Uganda,Airtel Uganda,33,10.6,20,692,12/04/2022
C002754,Nigeria,Airtel Nigeria,24,15.14,21,476,18/12/2022
C002755,Pakistan,Jazz,38,14.31,28,742,31/10/2021
C002756,Uganda,Airtel Uganda,32,12.81,20,778,07/05/2022
C002757,Pakistan,Jazz,38,7.48,7,487,11/11/2021
C002758,Ghana,MTN Ghana,57,11.82,18,539,04/04/2020
C002759,Ghana,MTN Ghana,51,11.02,11,587,24/10/2020
C002760,Kenya,Safaricom,37,9.71,18,556,17/12/2021
C002761,Ghana,MTN Ghana,39,14.72,33,763,01/10/2021
C002762,Pakistan,Zong,34,10.3,19,627,04/03/2022
C002763,Nigeria,MTN Nigeria,59,18.99,24,690,22/02/2020
C002764,Kenya,Safaricom,13,15.26,26,743,27/11/2023
C002765,Nigeria,Airtel Nigeria,28,12.56,12,571,22/08/2022
C002766,Pakistan,Jazz,38,7.02,12,484,05/11/2021
C002767,Kenya,Safaricom,10,12.51,7,490,21/02/2024
C002768,Ghana,MTN Ghana,45,10.15,22,638,20/04/2021
C002769,Uganda,Airtel Uganda,41,9.25,11,592,30/07/2021
C002770,Pakistan,Telenor Pakistan,7,8.75,14,505,01/06/2024
C002771,Nigeria,MTN Nigeria,44,16.11,24,686,15/05/2021
C002772,Uganda,MTN Uganda,18,6.69,9,493,03/07/2023
C002773,Pakistan,Jazz,46,10.02,15,648,11/03/2021
C002774,Nigeria,Glo Nigeria,25,12.11,4,334,05/12/2022
C002775,Uganda,Airtel Uganda,48,11.74,15,670,29/12/2020
C002776,Kenya,Safaricom,16,7.87,5,340,29/08/2023
C002777,Ghana,MTN Ghana,43,9.1,13,637,20/06/2021
C002778,Kenya,Airtel Kenya,1,8.81,1,345,19/11/2024
C002779,Nigeria,MTN Nigeria,32,15,16,561,14/05/2022
C002780,Nigeria,Airtel Nigeria,35,19.61,24,733,10/02/2022
C002781,Nigeria,Airtel Nigeria,41,13.14,9,472,03/08/2021
C002782,Nigeria,MTN Nigeria,61,22.55,17,789,11/12/2019
C002783,Ghana,MTN Ghana,45,9.87,20,591,03/04/2021
C002784,Kenya,Safaricom,69,17.86,18,696,22/04/2019
C002785,Nigeria,MTN Nigeria,33,16.46,25,624,23/03/2022
C002786,Ghana,Telecel Ghana,26,9.96,14,584,12/11/2022
C002787,Ghana,Telecel Ghana,42,15.89,22,740,10/07/2021
C002788,Kenya,Airtel Kenya,21,14.43,19,719,05/04/2023
C002789,Pakistan,Telenor Pakistan,28,10.04,24,784,13/09/2022
C002790,Kenya,Safaricom,34,8.89,24,463,02/03/2022
C002791,Uganda,Airtel Uganda,22,10.84,17,681,12/03/2023
C002792,Nigeria,MTN Nigeria,8,13.53,15,456,18/04/2024
C002793,Uganda,MTN Uganda,34,8.91,16,596,21/02/2022
C002794,Pakistan,Jazz,7,4.78,9,321,13/05/2024
C002795,Uganda,Airtel Uganda,43,6.55,4,519,01/06/2021
C002796,Ghana,Telecel Ghana,39,10.88,24,627,12/10/2021
C002797,Ghana,MTN Ghana,40,13.73,25,794,31/08/2021
C002798,Kenya,Airtel Kenya,31,8.09,4,355,31/05/2022
C002799,Ghana,MTN Ghana,43,10.36,17,557,07/06/2021
C002800,Uganda,MTN Uganda,20,10.7,19,664,28/04/2023
C002801,Pakistan,Jazz,52,12.95,17,758,20/09/2020
C002802,Kenya,Airtel Kenya,31,15.4,9,674,22/05/2022
C002803,Nigeria,MTN Nigeria,16,14.4,18,493,15/08/2023
C002804,Ghana,MTN Ghana,58,8.43,11,524,07/03/2020
C002805,Nigeria,MTN Nigeria,36,16.77,12,576,01/01/2022
C002806,Nigeria,Airtel Nigeria,29,12.86,11,550,12/08/2022
C002807,Kenya,Airtel Kenya,47,17.03,26,718,02/02/2021
C002808,Uganda,MTN Uganda,64,10.87,21,783,02/09/2019
C002809,Nigeria,Glo Nigeria,35,20.17,23,722,13/02/2022
C002810,Nigeria,MTN Nigeria,22,17.4,11,528,03/03/2023
C002811,Nigeria,MTN Nigeria,61,19.67,18,786,02/12/2019
C002812,Pakistan,Telenor Pakistan,20,8.97,23,682,14/04/2023
C002813,Ghana,Telecel Ghana,33,8.8,10,371,04/04/2022
C002814,Nigeria,MTN Nigeria,3,13.11,8,493,25/09/2024
C002815,Nigeria,Airtel Nigeria,27,14.31,13,534,06/10/2022
C002816,Ghana,MTN Ghana,15,10.48,17,637,25/09/2023
C002817,Nigeria,Airtel Nigeria,41,21.89,28,863,11/08/2021
C002818,Ghana,Telecel Ghana,65,13.11,29,724,15/08/2019
C002819,Kenya,Airtel Kenya,43,13.08,10,495,19/06/2021
C002820,Pakistan,Telenor Pakistan,54,11.06,14,606,25/07/2020
C002821,Nigeria,Airtel Nigeria,8,14.67,11,517,06/05/2024
C002822,Ghana,MTN Ghana,10,10.11,6,470,15/02/2024
C002823,Nigeria,MTN Nigeria,22,12.69,1,361,14/02/2023
C002824,Pakistan,Jazz,53,8.7,19,677,22/08/2020
C002825,Pakistan,Zong,27,10.83,19,632,17/09/2022
C002826,Uganda,MTN Uganda,43,8.78,23,790,17/06/2021
C002827,Kenya,Airtel Kenya,29,14.15,20,724,14/08/2022
C002828,Nigeria,MTN Nigeria,52,15.81,8,495,16/09/2020
C002829,Uganda,Airtel Uganda,41,12.21,23,751,12/08/2021
C002830,Uganda,MTN Uganda,28,8.81,12,491,17/08/2022
C002831,Nigeria,Glo Nigeria,41,17.77,20,653,17/08/2021
C002832,Kenya,Safaricom,50,10.2,16,573,25/10/2020
C002833,Kenya,Safaricom,4,7.43,8,378,09/08/2024
C002834,Uganda,Airtel Uganda,43,6.25,15,465,07/06/2021
C002835,Ghana,Telecel Ghana,10,9.07,14,513,16/02/2024
C002836,Ghana,MTN Ghana,48,10.1,15,533,07/01/2021
C002837,Ghana,MTN Ghana,19,13.53,13,703,15/05/2023
C002838,Nigeria,Airtel Nigeria,26,11.82,15,496,07/11/2022
C002839,Kenya,Safaricom,62,11.66,15,624,01/11/2019
C002840,Nigeria,MTN Nigeria,68,19.39,27,872,21/05/2019
C002841,Uganda,Airtel Uganda,39,9.35,9,562,22/09/2021
C002842,Kenya,Safaricom,21,12.17,24,611,14/03/2023
C002843,Kenya,Safaricom,39,13.98,13,779,24/09/2021
C002844,Nigeria,Airtel Nigeria,48,13.8,17,504,30/12/2020
C002845,Nigeria,MTN Nigeria,37,12.99,14,525,05/12/2021
C002846,Ghana,MTN Ghana,50,10.41,8,605,03/11/2020
C002847,Nigeria,MTN Nigeria,44,21.49,27,688,15/05/2021
C002848,Nigeria,MTN Nigeria,40,17.6,22,709,11/09/2021
C002849,Uganda,MTN Uganda,25,4.41,1,314,21/11/2022
C002850,Kenya,Safaricom,42,12.04,15,630,29/06/2021
C002851,Kenya,Safaricom,45,12.47,24,748,15/04/2021
C002852,Kenya,Airtel Kenya,36,21.7,33,864,20/12/2021
C002853,Uganda,Airtel Uganda,40,7.91,9,474,30/08/2021
C002854,Kenya,Safaricom,32,10.64,1,473,18/04/2022
C002855,Uganda,MTN Uganda,41,11.34,29,775,06/08/2021
C002856,Pakistan,Telenor Pakistan,53,8.69,17,594,08/08/2020
C002857,Ghana,MTN Ghana,24,7.65,1,409,24/12/2022
C002858,Kenya,Safaricom,24,8.57,8,396,08/01/2023
C002859,Uganda,Airtel Uganda,58,11.77,22,709,20/03/2020
C002860,Kenya,Safaricom,51,15.97,17,657,26/09/2020
C002861,Kenya,Safaricom,47,13.26,16,,01/02/2021
C002862,Kenya,Safaricom,48,18.75,21,782,06/01/2021
C002863,Kenya,Safaricom,54,8.42,8,452,26/07/2020
C002864,Nigeria,MTN Nigeria,17,12.25,13,504,09/08/2023
C002865,Kenya,Safaricom,54,12.09,22,687,10/07/2020
C002866,Nigeria,MTN Nigeria,48,17.79,14,760,20/01/2021
C002867,Kenya,Safaricom,33,9.53,12,480,13/04/2022
C002868,Ghana,MTN Ghana,53,12.75,17,580,08/08/2020
C002869,Pakistan,Telenor Pakistan,25,8.05,13,519,15/11/2022
C002870,Nigeria,Airtel Nigeria,39,13.79,11,527,24/09/2021
C002871,Ghana,MTN Ghana,55,11.36,29,791,13/06/2020
C002872,Kenya,Safaricom,22,9.61,18,541,13/02/2023
C002873,Nigeria,MTN Nigeria,35,9.23,4,351,29/01/2022
C002874,Nigeria,MTN Nigeria,60,16.8,22,761,31/12/2019
C002875,Nigeria,MTN Nigeria,27,14.57,17,566,07/10/2022
C002876,Nigeria,MTN Nigeria,50,13.36,19,565,06/11/2020
C002877,Nigeria,Airtel Nigeria,32,16.16,17,708,20/04/2022
C002878,Kenya,Airtel Kenya,31,13.01,9,543,18/05/2022
C002879,Kenya,Airtel Kenya,27,15.42,16,574,19/09/2022
C002880,Nigeria,Glo Nigeria,49,13.12,12,623,19/12/2020
C002881,Nigeria,MTN Nigeria,20,15.41,3,494,24/04/2023
C002882,Nigeria,MTN Nigeria,47,17.77,12,599,19/02/2021
C002883,Kenya,Safaricom,47,14.38,18,631,10/02/2021
C002884,Kenya,Safaricom,38,16.53,26,701,18/11/2021
C002885,Kenya,Safaricom,75,15.92,18,739,13/10/2018
C002886,Nigeria,MTN Nigeria,37,24.11,21,748,25/11/2021
C002887,Nigeria,MTN Nigeria,21,15.25,19,671,10/04/2023
C002888,Pakistan,Jazz,42,8.68,10,520,24/06/2021
C002889,Nigeria,Airtel Nigeria,19,22.43,20,785,17/05/2023
C002890,Nigeria,Airtel Nigeria,59,19.95,17,607,02/02/2020
C002891,Nigeria,MTN Nigeria,47,19.14,16,715,08/02/2021
C002892,Pakistan,Zong,26,14.63,18,741,16/10/2022
C002893,Ghana,MTN Ghana,17,10.93,12,546,12/07/2023
C002894,Ghana,MTN Ghana,1,9.86,11,472,16/11/2024
C002895,Pakistan,Jazz,40,11.05,8,577,08/09/2021
C002896,Nigeria,Airtel Nigeria,23,20.8,19,692,20/01/2023
C002897,Pakistan,Telenor Pakistan,39,9.24,8,545,18/10/2021
C002898,Nigeria,MTN Nigeria,29,17.96,12,573,05/08/2022
C002899,Ghana,Telecel Ghana,43,10.76,26,777,21/06/2021
C002900,Kenya,Safaricom,45,16.3,16,615,31/03/2021
C002901,Kenya,Safaricom,37,13.09,18,500,17/12/2021
C002902,Pakistan,Telenor Pakistan,65,12.84,21,750,09/08/2019
C002903,Nigeria,Glo Nigeria,42,16.84,28,797,05/07/2021
C002904,Pakistan,Telenor Pakistan,53,11.75,28,819,12/08/2020
C002905,Kenya,Airtel Kenya,21,10.48,12,528,25/03/2023
C002906,Ghana,MTN Ghana,47,11.17,14,702,20/02/2021
C002907,Pakistan,Telenor Pakistan,37,13.24,22,763,24/11/2021
C002908,Nigeria,Airtel Nigeria,43,24.12,20,766,14/06/2021
C002909,Pakistan,Telenor Pakistan,35,11.75,16,663,22/01/2022
C002910,Ghana,MTN Ghana,28,8.04,9,439,19/08/2022
C002911,Uganda,Airtel Uganda,41,11.76,12,663,04/08/2021
C002912,Nigeria,MTN Nigeria,37,17.26,9,523,01/12/2021
C002913,Kenya,Safaricom,24,11.85,6,476,16/12/2022
C002914,Ghana,Telecel Ghana,43,13.47,23,799,09/06/2021
C002915,Kenya,Airtel Kenya,31,12.27,8,497,05/06/2022
C002916,Nigeria,Glo Nigeria,34,19.02,19,742,18/02/2022
C002917,Nigeria,Glo Nigeria,47,14.34,17,626,09/02/2021
C002918,Pakistan,Jazz,43,12.58,20,740,11/06/2021
C002919,Nigeria,Glo Nigeria,32,15.77,12,510,17/05/2022
C002920,Uganda,MTN Uganda,40,8.22,11,,10/09/2021
C002921,Pakistan,Telenor Pakistan,59,11.73,12,587,20/02/2020
C002922,Nigeria,MTN Nigeria,57,24.66,32,793,04/04/2020
C002923,Nigeria,Airtel Nigeria,33,15.79,10,543,02/04/2022
C002924,Ghana,MTN Ghana,18,7.47,3,500,01/07/2023
C002925,Nigeria,Airtel Nigeria,64,16.3,25,796,02/09/2019
C002926,Ghana,MTN Ghana,13,7.76,3,362,25/11/2023
C002927,Ghana,MTN Ghana,14,12.84,17,609,27/10/2023
C002928,Ghana,MTN Ghana,20,8.47,8,438,21/04/2023
C002929,Kenya,Safaricom,22,7.23,9,395,06/03/2023
C002930,Ghana,Telecel Ghana,29,10.01,18,665,03/08/2022
C002931,Ghana,MTN Ghana,35,9.67,15,612,26/01/2022
C002932,Nigeria,Airtel Nigeria,36,17.84,21,612,08/01/2022
C002933,Ghana,MTN Ghana,32,10.37,5,563,05/05/2022
C002934,Pakistan,Jazz,70,10.31,18,797,03/04/2019
C002935,Ghana,Telecel Ghana,34,14.56,22,824,23/02/2022
C002936,Kenya,Safaricom,59,13.34,5,500,02/02/2020
C002937,Kenya,Safaricom,33,12.26,12,568,28/03/2022
C002938,Nigeria,MTN Nigeria,48,14.7,15,647,07/01/2021
C002939,Nigeria,MTN Nigeria,49,20.58,25,740,27/11/2020
C002940,Nigeria,Airtel Nigeria,15,21.77,18,665,14/09/2023
C002941,Pakistan,Jazz,23,8.46,16,630,28/01/2023
C002942,Nigeria,MTN Nigeria,26,13.24,13,570,26/10/2022
C002943,Uganda,Airtel Uganda,47,8.49,9,553,24/01/2021
C002944,Nigeria,MTN Nigeria,25,17.94,24,722,07/12/2022
C002945,Nigeria,Airtel Nigeria,28,21.31,23,659,22/08/2022
C002946,Kenya,Safaricom,44,16.11,14,674,12/05/2021
C002947,Kenya,Airtel Kenya,34,9.2,17,485,16/03/2022
C002948,Uganda,MTN Uganda,45,10.84,14,631,10/04/2021
C002949,Pakistan,Jazz,11,8.7,7,475,22/01/2024
C002950,Pakistan,Zong,27,12.55,25,788,22/09/2022
C002951,Nigeria,Airtel Nigeria,52,16.6,22,695,20/09/2020
C002952,Uganda,Airtel Uganda,52,8.45,12,526,08/09/2020
C002953,Nigeria,Glo Nigeria,20,15.74,8,460,23/04/2023
C002954,Pakistan,Jazz,20,7.92,21,616,23/04/2023
C002955,Kenya,Airtel Kenya,45,15.98,21,799,29/03/2021
C002956,Kenya,Safaricom,41,15.63,15,585,29/07/2021
C002957,Nigeria,MTN Nigeria,26,13.76,19,517,31/10/2022
C002958,Nigeria,MTN Nigeria,64,14.56,14,691,22/09/2019
C002959,Nigeria,MTN Nigeria,72,18.72,25,878,07/01/2019
C002960,Pakistan,Zong,52,13.31,26,761,29/08/2020
C002961,Uganda,MTN Uganda,1,8.29,13,501,29/11/2024
C002962,Pakistan,Jazz,33,9.13,23,689,04/04/2022
C002963,Nigeria,Airtel Nigeria,39,17.19,16,740,27/09/2021
C002964,Ghana,Telecel Ghana,40,14.44,25,790,31/08/2021
C002965,Nigeria,MTN Nigeria,40,18.39,15,615,24/08/2021
C002966,Kenya,Airtel Kenya,53,13.85,32,776,19/08/2020
C002967,Kenya,Safaricom,18,14.57,22,687,13/06/2023
C002968,Nigeria,Airtel Nigeria,41,14.74,11,506,13/08/2021
C002969,Ghana,MTN Ghana,16,5.52,6,346,07/09/2023
C002970,Nigeria,MTN Nigeria,38,13.52,14,559,27/10/2021
C002971,Kenya,Safaricom,33,11.81,11,421,21/03/2022
C002972,Ghana,MTN Ghana,28,13.84,14,644,04/09/2022
C002973,Nigeria,MTN Nigeria,65,17.89,26,727,27/08/2019
C002974,Pakistan,Jazz,49,14.79,18,788,27/11/2020
C002975,Kenya,Airtel Kenya,46,10.81,10,438,21/03/2021
C002976,Uganda,Airtel Uganda,9,8.26,5,433,18/03/2024
C002977,Ghana,Telecel Ghana,61,14.26,17,641,26/12/2019
C002978,Uganda,Airtel Uganda,30,10.6,23,697,27/06/2022
C002979,Uganda,Airtel Uganda,69,7.92,6,538,30/04/2019
